,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML364,If I Didn't Have You,Randy Travis,12,14,0,8,1,4,4,12,3,8,104,167,26,37,7.18562874251497,8.383233532934131,0.0,4.790419161676646,0.5988023952095808,2.395209580838323,2.395209580838323,7.18562874251497,1.7964071856287425,4.790419161676646,62.275449101796404,100.0,15.568862275449101,22.15568862275449
ML366,Always On My Mind,Willie Nelson,8,4,3,7,3,3,8,3,5,4,45,74,12,17,10.81081081081081,5.405405405405405,4.054054054054054,9.45945945945946,4.054054054054054,4.054054054054054,10.81081081081081,4.054054054054054,6.756756756756757,5.405405405405405,60.810810810810814,100.0,16.216216216216218,22.972972972972972
ML367,Honky Tonk Man,Dwight Yoakam,18,3,6,11,0,0,18,5,8,8,124,189,21,44,9.523809523809524,1.5873015873015872,3.1746031746031744,5.8201058201058204,0.0,0.0,9.523809523809524,2.6455026455026456,4.232804232804233,4.232804232804233,65.60846560846561,100.0,11.11111111111111,23.280423280423282
ML368,Brother Jukebox,Mark Chesnutt,13,4,0,11,0,0,8,4,0,16,51,99,17,31,13.131313131313131,4.040404040404041,0.0,11.11111111111111,0.0,0.0,8.080808080808081,4.040404040404041,0.0,16.161616161616163,51.515151515151516,100.0,17.171717171717173,31.31313131313131
ML369,Blame,Cavo,1,7,4,2,4,5,1,6,4,1,38,58,8,12,1.7241379310344827,12.068965517241379,6.896551724137931,3.4482758620689653,6.896551724137931,8.620689655172415,1.7241379310344827,10.344827586206897,6.896551724137931,1.7241379310344827,65.51724137931035,100.0,13.793103448275861,20.689655172413794
ML370,I Don't Need Love,Sammy Hagar,15,3,3,2,1,2,12,3,0,2,66,92,18,8,16.304347826086957,3.260869565217391,3.260869565217391,2.1739130434782608,1.0869565217391304,2.1739130434782608,13.043478260869565,3.260869565217391,0.0,2.1739130434782608,71.73913043478261,100.0,19.565217391304348,8.695652173913043
ML371,School's Out,Alice Cooper,8,5,0,0,3,1,2,1,0,14,45,88,13,30,9.090909090909092,5.681818181818182,0.0,0.0,3.409090909090909,1.1363636363636365,2.272727272727273,1.1363636363636365,0.0,15.909090909090908,51.13636363636363,100.0,14.772727272727273,34.09090909090909
ML372,Do You Love Me?,Kiss,75,6,2,3,0,3,71,4,3,4,64,169,81,24,44.37869822485207,3.5502958579881656,1.183431952662722,1.7751479289940828,0.0,1.7751479289940828,42.01183431952663,2.366863905325444,1.7751479289940828,2.366863905325444,37.8698224852071,100.0,47.928994082840234,14.201183431952662
ML373,Nobody's Fault But Mine,Led Zeppelin,3,10,3,2,2,3,1,9,0,3,39,77,13,25,3.896103896103896,12.987012987012987,3.896103896103896,2.5974025974025974,2.5974025974025974,3.896103896103896,1.2987012987012987,11.688311688311689,0.0,3.896103896103896,50.64935064935065,100.0,16.883116883116884,32.467532467532465
ML374,Blue Jean Blues,ZZ Top,11,2,0,4,4,0,9,5,2,8,27,52,13,12,21.153846153846153,3.8461538461538463,0.0,7.6923076923076925,7.6923076923076925,0.0,17.307692307692307,9.615384615384615,3.8461538461538463,15.384615384615385,51.92307692307692,100.0,25.0,23.076923076923077
ML375,This Is War,Thirty Seconds To Mars,15,59,47,12,13,57,7,19,11,12,63,202,74,65,7.425742574257426,29.207920792079207,23.26732673267327,5.9405940594059405,6.435643564356436,28.217821782178216,3.4653465346534653,9.405940594059405,5.445544554455446,5.9405940594059405,31.18811881188119,100.0,36.633663366336634,32.17821782178218
ML378,Supermassive Black Hole,Muse,12,13,0,3,2,1,11,9,0,9,65,145,25,55,8.275862068965518,8.96551724137931,0.0,2.0689655172413794,1.3793103448275863,0.6896551724137931,7.586206896551724,6.206896551724138,0.0,6.206896551724138,44.827586206896555,100.0,17.24137931034483,37.93103448275862
ML381,Polly,Nirvana,6,6,1,0,3,2,5,1,0,5,69,111,12,30,5.405405405405405,5.405405405405405,0.9009009009009009,0.0,2.7027027027027026,1.8018018018018018,4.504504504504505,0.9009009009009009,0.0,4.504504504504505,62.16216216216216,100.0,10.81081081081081,27.027027027027028
ML382,Unglued,Stone Temple Pilots,1,4,1,3,2,1,1,2,2,1,31,49,5,13,2.0408163265306123,8.16326530612245,2.0408163265306123,6.122448979591836,4.081632653061225,2.0408163265306123,2.0408163265306123,4.081632653061225,4.081632653061225,2.0408163265306123,63.265306122448976,100.0,10.204081632653061,26.53061224489796
ML384,I Miss You,Blink-182,1,16,4,9,10,9,1,7,4,1,49,139,17,73,0.7194244604316546,11.510791366906474,2.8776978417266186,6.474820143884892,7.194244604316546,6.474820143884892,0.7194244604316546,5.0359712230215825,2.8776978417266186,0.7194244604316546,35.25179856115108,100.0,12.23021582733813,52.51798561151079
ML386,Eclipse ,Metric,4,10,3,4,2,8,3,6,0,1,39,70,14,17,5.714285714285714,14.285714285714286,4.285714285714286,5.714285714285714,2.857142857142857,11.428571428571429,4.285714285714286,8.571428571428571,0.0,1.4285714285714286,55.714285714285715,100.0,20.0,24.285714285714285
ML388,The Fight Song,Marilyn Manson,13,43,38,15,13,41,10,22,7,8,35,118,56,27,11.016949152542374,36.440677966101696,32.20338983050848,12.711864406779661,11.016949152542374,34.74576271186441,8.474576271186441,18.64406779661017,5.932203389830509,6.779661016949152,29.661016949152543,100.0,47.45762711864407,22.88135593220339
ML389,Map Of The Problematique,Muse,0,13,3,0,2,10,0,9,0,0,33,55,13,9,0.0,23.636363636363637,5.454545454545454,0.0,3.6363636363636362,18.181818181818183,0.0,16.363636363636363,0.0,0.0,60.0,100.0,23.636363636363637,16.363636363636363
ML390,I Want A Love I Can See,The Temptations,36,3,2,1,0,1,34,1,1,9,91,140,39,10,25.714285714285715,2.142857142857143,1.4285714285714286,0.7142857142857143,0.0,0.7142857142857143,24.285714285714285,0.7142857142857143,0.7142857142857143,6.428571428571429,65.0,100.0,27.857142857142858,7.142857142857143
ML391,Matalas,Alejandro Fernandez,0,3,2,0,2,2,0,2,0,0,164,177,3,10,0.0,1.694915254237288,1.1299435028248588,0.0,1.1299435028248588,1.1299435028248588,0.0,1.1299435028248588,0.0,0.0,92.65536723163842,100.0,1.694915254237288,5.649717514124294
ML392,I Love You,Mary J. Blige,21,1,1,10,1,2,20,1,1,11,41,96,22,33,21.875,1.0416666666666667,1.0416666666666667,10.416666666666666,1.0416666666666667,2.0833333333333335,20.833333333333332,1.0416666666666667,1.0416666666666667,11.458333333333334,42.708333333333336,100.0,22.916666666666668,34.375
ML393,Desde Que,Liquits,1,0,0,1,0,0,0,0,0,0,115,117,1,1,0.8547008547008547,0.0,0.0,0.8547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,98.2905982905983,100.0,0.8547008547008547,0.8547008547008547
ML394,Luna De Octubre,Pedro Infante,0,2,1,0,1,1,0,2,0,0,119,129,2,8,0.0,1.550387596899225,0.7751937984496124,0.0,0.7751937984496124,0.7751937984496124,0.0,1.550387596899225,0.0,0.0,92.24806201550388,100.0,1.550387596899225,6.2015503875969
ML395,Mr. Lonely,Bobby Vinton,4,12,14,2,10,12,0,16,0,0,39,63,16,8,6.349206349206349,19.047619047619047,22.22222222222222,3.1746031746031744,15.873015873015873,19.047619047619047,0.0,25.396825396825395,0.0,0.0,61.904761904761905,100.0,25.396825396825395,12.698412698412698
ML396,Crystal Blue Persuasion,Tommy James & The Shondells,21,0,0,6,0,0,8,12,2,6,46,106,21,39,19.81132075471698,0.0,0.0,5.660377358490566,0.0,0.0,7.547169811320755,11.320754716981131,1.8867924528301887,5.660377358490566,43.39622641509434,100.0,19.81132075471698,36.79245283018868
ML397,Nunca Habia Llorado Asi ,Victor Manuelle,0,9,4,0,4,4,0,9,0,0,266,281,9,6,0.0,3.202846975088968,1.4234875444839858,0.0,1.4234875444839858,1.4234875444839858,0.0,3.202846975088968,0.0,0.0,94.66192170818505,100.0,3.202846975088968,2.1352313167259784
ML398,Will I,Ian Van Dahl,6,3,0,3,0,0,6,0,0,0,18,30,9,3,20.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,60.0,100.0,30.0,10.0
ML399,Hide U,Kosheen,8,7,0,0,0,12,5,4,3,4,53,98,15,30,8.16326530612245,7.142857142857143,0.0,0.0,0.0,12.244897959183673,5.1020408163265305,4.081632653061225,3.061224489795918,4.081632653061225,54.08163265306123,100.0,15.306122448979592,30.612244897959183
ML400,Stranger In My House,Ronnie Milsap,8,12,2,0,2,10,3,1,0,2,70,114,20,24,7.017543859649122,10.526315789473685,1.7543859649122806,0.0,1.7543859649122806,8.771929824561404,2.6315789473684212,0.8771929824561403,0.0,1.7543859649122806,61.40350877192982,100.0,17.54385964912281,21.05263157894737
ML401,Your Cheatin' Heart,Hank Williams,1,6,0,2,0,0,1,7,0,0,36,67,7,24,1.492537313432836,8.955223880597014,0.0,2.985074626865672,0.0,0.0,1.492537313432836,10.447761194029852,0.0,0.0,53.73134328358209,100.0,10.447761194029852,35.82089552238806
ML402,Your Love Is A Miracle,Mark Chesnutt,13,5,1,10,1,1,13,1,8,7,42,87,18,27,14.942528735632184,5.747126436781609,1.1494252873563218,11.494252873563218,1.1494252873563218,1.1494252873563218,14.942528735632184,1.1494252873563218,9.195402298850574,8.045977011494253,48.275862068965516,100.0,20.689655172413794,31.03448275862069
ML404,I'm That Kind Of Girl,Patty Loveless,20,5,2,3,1,3,18,3,2,20,85,161,25,51,12.422360248447205,3.1055900621118013,1.2422360248447204,1.8633540372670807,0.6211180124223602,1.8633540372670807,11.180124223602485,1.8633540372670807,1.2422360248447204,12.422360248447205,52.79503105590062,100.0,15.527950310559007,31.677018633540374
ML405,Heard It In A Love Song,The Marshall Tucker Band,16,8,2,8,1,1,16,2,6,3,80,146,24,42,10.95890410958904,5.47945205479452,1.36986301369863,5.47945205479452,0.684931506849315,0.684931506849315,10.95890410958904,1.36986301369863,4.109589041095891,2.0547945205479454,54.794520547945204,100.0,16.438356164383563,28.767123287671232
ML406,I Tell It Like It Used To Be,T. Graham Brown,6,1,0,0,0,0,4,0,0,2,60,71,7,4,8.450704225352112,1.408450704225352,0.0,0.0,0.0,0.0,5.633802816901408,0.0,0.0,2.816901408450704,84.50704225352112,100.0,9.859154929577464,5.633802816901408
ML407,Burn Me Down,Marty Stuart,7,8,3,4,1,4,7,4,6,1,36,88,15,37,7.954545454545454,9.090909090909092,3.409090909090909,4.545454545454546,1.1363636363636365,4.545454545454546,7.954545454545454,4.545454545454546,6.818181818181818,1.1363636363636365,40.90909090909091,100.0,17.045454545454547,42.04545454545455
ML408,Let's Fall To Pieces Together,George Strait,4,10,2,2,0,2,2,8,0,3,57,80,14,9,5.0,12.5,2.5,2.5,0.0,2.5,2.5,10.0,0.0,3.75,71.25,100.0,17.5,11.25
ML409,Help Me Make It Through The Night,Sammi Smith,2,3,2,5,1,1,2,2,0,1,38,67,5,24,2.985074626865672,4.477611940298507,2.985074626865672,7.462686567164179,1.492537313432836,1.492537313432836,2.985074626865672,2.985074626865672,0.0,1.492537313432836,56.71641791044776,100.0,7.462686567164179,35.82089552238806
ML410,Love Is Like A Butterfly,Dolly Parton,28,1,1,10,1,1,25,1,7,5,53,127,29,45,22.04724409448819,0.7874015748031497,0.7874015748031497,7.874015748031496,0.7874015748031497,0.7874015748031497,19.68503937007874,0.7874015748031497,5.511811023622047,3.937007874015748,41.732283464566926,100.0,22.834645669291337,35.43307086614173
ML412,Queen Of The Silver Dollar,Emmylou Harris,8,4,1,2,1,4,4,1,1,9,57,150,12,81,5.333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,6.0,38.0,100.0,8.0,54.0
ML413,I Can't Win For Losin' You,Earl Thomas Conley,4,5,2,6,1,2,3,1,1,2,81,105,9,15,3.8095238095238093,4.761904761904762,1.9047619047619047,5.714285714285714,0.9523809523809523,1.9047619047619047,2.857142857142857,0.9523809523809523,0.9523809523809523,1.9047619047619047,77.14285714285714,100.0,8.571428571428571,14.285714285714286
ML414,Kiss An Angel Good Mornin',Charley Pride,19,1,1,17,1,1,18,2,15,13,35,75,20,20,25.333333333333332,1.3333333333333333,1.3333333333333333,22.666666666666668,1.3333333333333333,1.3333333333333333,24.0,2.6666666666666665,20.0,17.333333333333332,46.666666666666664,100.0,26.666666666666668,26.666666666666668
ML415,Love Can Build A Bridge,The Judds,26,3,2,8,1,3,17,2,0,4,46,111,29,36,23.423423423423422,2.7027027027027026,1.8018018018018018,7.207207207207207,0.9009009009009009,2.7027027027027026,15.315315315315315,1.8018018018018018,0.0,3.6036036036036037,41.44144144144144,100.0,26.126126126126128,32.432432432432435
ML416,Mustang Burn,Jack Ingram,6,4,4,5,3,3,4,1,2,3,65,102,10,27,5.882352941176471,3.9215686274509802,3.9215686274509802,4.901960784313726,2.9411764705882355,2.9411764705882355,3.9215686274509802,0.9803921568627451,1.9607843137254901,2.9411764705882355,63.72549019607843,100.0,9.803921568627452,26.470588235294116
ML417,TRUE,George Strait,19,0,0,11,0,0,16,0,7,8,69,123,19,35,15.447154471544716,0.0,0.0,8.94308943089431,0.0,0.0,13.008130081300813,0.0,5.691056910569106,6.504065040650406,56.09756097560975,100.0,15.447154471544716,28.45528455284553
ML418,When I Call Your Name,Vince Gill,2,10,5,0,4,5,1,6,0,1,37,77,12,28,2.5974025974025974,12.987012987012987,6.4935064935064934,0.0,5.194805194805195,6.4935064935064934,1.2987012987012987,7.792207792207792,0.0,1.2987012987012987,48.05194805194805,100.0,15.584415584415584,36.36363636363637
ML419,Old Flame,Alabama,3,4,1,3,0,3,3,4,0,2,68,98,7,23,3.061224489795918,4.081632653061225,1.0204081632653061,3.061224489795918,0.0,3.061224489795918,3.061224489795918,4.081632653061225,0.0,2.0408163265306123,69.38775510204081,100.0,7.142857142857143,23.46938775510204
ML420,Please Please Baby,Dwight Yoakam,25,8,4,6,2,1,22,7,4,10,73,127,33,21,19.68503937007874,6.299212598425197,3.1496062992125986,4.724409448818897,1.5748031496062993,0.7874015748031497,17.322834645669293,5.511811023622047,3.1496062992125986,7.874015748031496,57.48031496062992,100.0,25.984251968503937,16.53543307086614
ML421,You And I,Eddie Rabbitt,18,0,0,9,0,0,16,0,6,11,27,57,18,12,31.57894736842105,0.0,0.0,15.789473684210526,0.0,0.0,28.07017543859649,0.0,10.526315789473685,19.29824561403509,47.36842105263158,100.0,31.57894736842105,21.05263157894737
ML422,Ain't That Lonely Yet,Dwight Yoakam,2,19,18,1,19,18,1,18,1,1,85,125,21,19,1.6,15.2,14.4,0.8,15.2,14.4,0.8,14.4,0.8,0.8,68.0,100.0,16.8,15.2
ML424,Killer Joe,Quincy Jones,1,1,1,0,0,1,0,1,0,0,9,12,2,1,8.333333333333334,8.333333333333334,8.333333333333334,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,75.0,100.0,16.666666666666668,8.333333333333334
ML426,Someone To Love ,Jon B.,20,1,0,4,0,0,20,1,1,5,105,161,21,35,12.422360248447205,0.6211180124223602,0.0,2.484472049689441,0.0,0.0,12.422360248447205,0.6211180124223602,0.6211180124223602,3.1055900621118013,65.21739130434783,100.0,13.043478260869565,21.73913043478261
ML427,Love You,Jack Ingram,27,8,4,2,2,2,22,2,1,7,66,116,35,15,23.275862068965516,6.896551724137931,3.4482758620689653,1.7241379310344827,1.7241379310344827,1.7241379310344827,18.96551724137931,1.7241379310344827,0.8620689655172413,6.0344827586206895,56.89655172413793,100.0,30.17241379310345,12.931034482758621
ML428,I'll Always Love You,Taylor Dayne,30,0,0,10,0,1,26,0,6,11,47,96,30,19,31.25,0.0,0.0,10.416666666666666,0.0,1.0416666666666667,27.083333333333332,0.0,6.25,11.458333333333334,48.958333333333336,100.0,31.25,19.791666666666668
ML429,Whole Lotta Love ,Santana,36,15,0,4,0,15,34,15,2,2,119,185,51,15,19.45945945945946,8.108108108108109,0.0,2.1621621621621623,0.0,8.108108108108109,18.37837837837838,8.108108108108109,1.0810810810810811,1.0810810810810811,64.32432432432432,100.0,27.56756756756757,8.108108108108109
ML430,Let Me Drown,Soundgarden,6,31,8,7,5,23,2,25,3,3,61,130,37,32,4.615384615384615,23.846153846153847,6.153846153846154,5.384615384615385,3.8461538461538463,17.692307692307693,1.5384615384615385,19.23076923076923,2.3076923076923075,2.3076923076923075,46.92307692307692,100.0,28.46153846153846,24.615384615384617
ML431,Poison,Alice Cooper,11,49,30,6,28,50,9,43,13,1,71,190,60,59,5.7894736842105265,25.789473684210527,15.789473684210526,3.1578947368421053,14.736842105263158,26.31578947368421,4.7368421052631575,22.63157894736842,6.842105263157895,0.5263157894736842,37.36842105263158,100.0,31.57894736842105,31.05263157894737
ML432,Alone Again,Dokken,0,3,1,0,0,0,0,2,0,0,41,53,3,9,0.0,5.660377358490566,1.8867924528301887,0.0,0.0,0.0,0.0,3.7735849056603774,0.0,0.0,77.35849056603773,100.0,5.660377358490566,16.9811320754717
ML433,Phantom Of The Opera,Iron Maiden,5,19,7,11,5,17,2,8,3,4,50,100,24,26,5.0,19.0,7.0,11.0,5.0,17.0,2.0,8.0,3.0,4.0,50.0,100.0,24.0,26.0
ML434,Animal Magnetism,Scorpions,8,1,0,0,0,0,8,1,1,0,29,50,9,12,16.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,58.0,100.0,18.0,24.0
ML435,The Devil Cried,Black Sabbath,5,11,7,7,7,10,3,10,3,3,45,81,16,20,6.172839506172839,13.580246913580247,8.641975308641975,8.641975308641975,8.641975308641975,12.345679012345679,3.7037037037037037,12.345679012345679,3.7037037037037037,3.7037037037037037,55.55555555555556,100.0,19.753086419753085,24.691358024691358
ML436,Long Live Rock,The Who,36,7,1,25,1,1,6,5,1,7,76,185,43,66,19.45945945945946,3.7837837837837838,0.5405405405405406,13.513513513513514,0.5405405405405406,0.5405405405405406,3.2432432432432434,2.7027027027027026,0.5405405405405406,3.7837837837837838,41.08108108108108,100.0,23.243243243243242,35.67567567567568
ML437,Bring It On Home,Led Zeppelin,16,3,0,5,1,2,14,1,0,2,73,129,19,37,12.4031007751938,2.3255813953488373,0.0,3.875968992248062,0.7751937984496124,1.550387596899225,10.852713178294573,0.7751937984496124,0.0,1.550387596899225,56.58914728682171,100.0,14.728682170542635,28.68217054263566
ML438,Coming Home,Scorpions,4,4,2,15,3,1,1,0,3,1,74,137,8,55,2.9197080291970803,2.9197080291970803,1.4598540145985401,10.94890510948905,2.18978102189781,0.7299270072992701,0.7299270072992701,0.0,2.18978102189781,0.7299270072992701,54.01459854014598,100.0,5.839416058394161,40.14598540145985
ML440,Penny Lover,Lionel Richie,34,13,3,14,2,5,32,9,4,10,115,207,47,45,16.42512077294686,6.280193236714976,1.4492753623188406,6.763285024154589,0.966183574879227,2.4154589371980677,15.458937198067632,4.3478260869565215,1.932367149758454,4.830917874396135,55.55555555555556,100.0,22.705314009661837,21.73913043478261
ML441,Change,Lisa Stansfield,21,4,1,2,0,17,19,3,0,1,96,162,25,41,12.962962962962964,2.4691358024691357,0.6172839506172839,1.2345679012345678,0.0,10.493827160493828,11.728395061728396,1.8518518518518519,0.0,0.6172839506172839,59.25925925925926,100.0,15.432098765432098,25.308641975308642
ML442,Love Can Move Mountains,Celine Dion,46,1,1,16,1,1,45,1,2,11,86,183,47,50,25.136612021857925,0.546448087431694,0.546448087431694,8.743169398907105,0.546448087431694,0.546448087431694,24.59016393442623,0.546448087431694,1.092896174863388,6.0109289617486334,46.994535519125684,100.0,25.683060109289617,27.3224043715847
ML443,Love Is,Jah Cure,39,9,3,4,0,0,34,5,3,10,43,130,48,39,30.0,6.923076923076923,2.3076923076923075,3.076923076923077,0.0,0.0,26.153846153846153,3.8461538461538463,2.3076923076923075,7.6923076923076925,33.07692307692308,100.0,36.92307692307692,30.0
ML444,Looking For A New Love,Jody Watley,61,6,1,1,4,1,56,0,1,1,172,262,67,23,23.282442748091604,2.2900763358778624,0.3816793893129771,0.3816793893129771,1.5267175572519085,0.3816793893129771,21.374045801526716,0.0,0.3816793893129771,0.3816793893129771,65.64885496183206,100.0,25.572519083969464,8.778625954198473
ML445,Dream Lover,Bobby Darin,17,6,0,15,0,6,16,6,3,14,56,124,23,45,13.709677419354838,4.838709677419355,0.0,12.096774193548388,0.0,4.838709677419355,12.903225806451612,4.838709677419355,2.4193548387096775,11.290322580645162,45.16129032258065,100.0,18.548387096774192,36.29032258064516
ML446,"Sugar, Sugar",The Archies,46,6,1,7,1,1,11,6,7,6,62,139,52,25,33.093525179856115,4.316546762589928,0.7194244604316546,5.0359712230215825,0.7194244604316546,0.7194244604316546,7.913669064748201,4.316546762589928,5.0359712230215825,4.316546762589928,44.60431654676259,100.0,37.410071942446045,17.985611510791365
ML447,Rockin' Chair,Gwen Mccrae,37,2,1,5,0,2,19,2,3,7,51,125,39,35,29.6,1.6,0.8,4.0,0.0,1.6,15.2,1.6,2.4,5.6,40.8,100.0,31.2,28.0
ML448,You Give Good Love,Whitney Houston,33,1,0,15,0,1,33,1,12,15,46,98,34,18,33.673469387755105,1.0204081632653061,0.0,15.306122448979592,0.0,1.0204081632653061,33.673469387755105,1.0204081632653061,12.244897959183673,15.306122448979592,46.93877551020408,100.0,34.69387755102041,18.367346938775512
ML449,Puppy Love,Paul Anka,17,1,0,9,0,1,10,1,4,8,38,67,18,11,25.37313432835821,1.492537313432836,0.0,13.432835820895523,0.0,1.492537313432836,14.925373134328359,1.492537313432836,5.970149253731344,11.940298507462687,56.71641791044776,100.0,26.865671641791046,16.417910447761194
ML450,Don't Leave Me This Way,Harold Melvin & The Blue Notes,30,10,0,8,0,3,25,10,16,11,94,158,40,24,18.9873417721519,6.329113924050633,0.0,5.063291139240507,0.0,1.8987341772151898,15.822784810126583,6.329113924050633,10.126582278481013,6.962025316455696,59.49367088607595,100.0,25.31645569620253,15.189873417721518
ML451,Beautiful Lady,Gyptian,13,5,0,3,2,2,11,2,0,1,113,158,18,27,8.227848101265822,3.1645569620253164,0.0,1.8987341772151898,1.2658227848101267,1.2658227848101267,6.962025316455696,1.2658227848101267,0.0,0.6329113924050633,71.51898734177215,100.0,11.39240506329114,17.088607594936708
ML452,So Much Trouble In The World,Bob Marley & The Wailers,5,4,2,8,0,2,3,2,6,3,61,107,9,37,4.672897196261682,3.7383177570093458,1.8691588785046729,7.4766355140186915,0.0,1.8691588785046729,2.803738317757009,1.8691588785046729,5.607476635514018,2.803738317757009,57.00934579439252,100.0,8.411214953271028,34.57943925233645
ML453,Love To Love You Baby,Donna Summer,46,3,3,0,3,3,43,3,0,1,24,102,49,29,45.09803921568628,2.9411764705882355,2.9411764705882355,0.0,2.9411764705882355,2.9411764705882355,42.15686274509804,2.9411764705882355,0.0,0.9803921568627451,23.529411764705884,100.0,48.03921568627451,28.431372549019606
ML454,I Feel Love,Donna Summer,31,0,0,5,0,0,31,0,5,5,39,96,31,26,32.291666666666664,0.0,0.0,5.208333333333333,0.0,0.0,32.291666666666664,0.0,5.208333333333333,5.208333333333333,40.625,100.0,32.291666666666664,27.083333333333332
ML455,Lost In Love,New Edition,36,16,1,6,0,4,35,18,2,7,80,148,52,16,24.324324324324323,10.81081081081081,0.6756756756756757,4.054054054054054,0.0,2.7027027027027026,23.64864864864865,12.162162162162161,1.3513513513513513,4.72972972972973,54.054054054054056,100.0,35.13513513513514,10.81081081081081
ML456,Cottage In Negril,Duane Stephenson,16,3,0,5,0,8,10,3,2,2,65,116,19,32,13.793103448275861,2.586206896551724,0.0,4.310344827586207,0.0,6.896551724137931,8.620689655172415,2.586206896551724,1.7241379310344827,1.7241379310344827,56.03448275862069,100.0,16.379310344827587,27.586206896551722
ML457,Dangerously In Love,Beyonce,125,22,6,21,0,12,121,16,16,33,189,420,147,84,29.761904761904763,5.238095238095238,1.4285714285714286,5.0,0.0,2.857142857142857,28.80952380952381,3.8095238095238093,3.8095238095238093,7.857142857142857,45.0,100.0,35.0,20.0
ML458,Russian Roulette,Rihanna,5,7,5,2,0,5,0,6,1,1,66,121,12,43,4.132231404958677,5.785123966942149,4.132231404958677,1.6528925619834711,0.0,4.132231404958677,0.0,4.958677685950414,0.8264462809917356,0.8264462809917356,54.54545454545455,100.0,9.917355371900827,35.53719008264463
ML459,Gone Too Soon,Michael Jackson,7,2,2,5,1,2,6,3,0,2,38,64,9,17,10.9375,3.125,3.125,7.8125,1.5625,3.125,9.375,4.6875,0.0,3.125,59.375,100.0,14.0625,26.5625
ML462,You Are God Alone,"Phillips, Craig & Dean",16,4,1,14,1,11,12,1,1,16,29,55,20,6,29.09090909090909,7.2727272727272725,1.8181818181818181,25.454545454545453,1.8181818181818181,20.0,21.818181818181817,1.8181818181818181,1.8181818181818181,29.09090909090909,52.72727272727273,100.0,36.36363636363637,10.909090909090908
ML463,"Father, I Adore You",Matt Brouwer,7,0,0,3,0,0,6,0,0,4,1,15,7,7,46.666666666666664,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,26.666666666666668,6.666666666666667,100.0,46.666666666666664,46.666666666666664
ML464,Accidentally In Love,Counting Crows,40,6,1,4,0,7,39,6,14,0,113,201,46,42,19.90049751243781,2.985074626865672,0.4975124378109453,1.9900497512437811,0.0,3.482587064676617,19.402985074626866,2.985074626865672,6.965174129353234,0.0,56.21890547263681,100.0,22.885572139303484,20.895522388059703
ML465,Father's Son,Fistful Of Mercy,25,30,8,9,21,8,3,8,3,28,84,170,55,31,14.705882352941176,17.647058823529413,4.705882352941177,5.294117647058823,12.352941176470589,4.705882352941177,1.7647058823529411,4.705882352941177,1.7647058823529411,16.470588235294116,49.411764705882355,100.0,32.35294117647059,18.235294117647058
ML466,Take Everything ,Greg Laswell,3,3,1,1,1,0,1,2,0,1,56,75,6,13,4.0,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,74.66666666666667,100.0,8.0,17.333333333333332
ML467,Space Age Love Song,A Flock Of Seagulls,11,14,0,0,0,0,11,13,1,1,15,46,25,6,23.91304347826087,30.434782608695652,0.0,0.0,0.0,0.0,23.91304347826087,28.26086956521739,2.1739130434782608,2.1739130434782608,32.608695652173914,100.0,54.34782608695652,13.043478260869565
ML468,Shock The Monkey,Peter Gabriel,5,53,50,5,4,56,4,4,47,11,53,211,58,100,2.3696682464454977,25.118483412322274,23.696682464454977,2.3696682464454977,1.8957345971563981,26.540284360189574,1.8957345971563981,1.8957345971563981,22.274881516587676,5.213270142180095,25.118483412322274,100.0,27.488151658767773,47.39336492890995
ML469,Jose Perez Leon,Los Tigres Del Norte,1,5,5,0,4,5,0,3,0,1,219,231,6,6,0.4329004329004329,2.1645021645021645,2.1645021645021645,0.0,1.7316017316017316,2.1645021645021645,0.0,1.2987012987012987,0.0,0.4329004329004329,94.8051948051948,100.0,2.5974025974025974,2.5974025974025974
ML470,P.S. I Love You,The Beatles,19,2,2,7,0,0,19,0,0,2,28,65,21,16,29.23076923076923,3.076923076923077,3.076923076923077,10.76923076923077,0.0,0.0,29.23076923076923,0.0,0.0,3.076923076923077,43.07692307692308,100.0,32.30769230769231,24.615384615384617
ML471,People Say,Portugal. The Man,15,10,3,5,0,7,10,10,3,9,69,122,25,28,12.295081967213115,8.19672131147541,2.459016393442623,4.098360655737705,0.0,5.737704918032787,8.19672131147541,8.19672131147541,2.459016393442623,7.377049180327869,56.557377049180324,100.0,20.491803278688526,22.950819672131146
