Index,Artist,Title,Mood,Lyrics
The only thing I'm missing
Is a black guitar

I'm a rock star
Hey baby
I'm a rock star
Hey baby

Big city
White lights
Sleep all day
Up all night

Hey baby
I'm a rock star
Hey baby
I'm a rock star

Hey baby it's...
Big cities
And white lights
Sleep all day
Up all nights

Baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a

Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Hey, hey, hey

Six inch walker
Big shit talker
I never play the victim
Id rather be a stalker

So baby take me in
I'll disobey the law
Make sure you frisk me good
Check my panties and my bra

Wildn out
A crazy house
With my white jacket on
Wont you come
And sign me out

To be with you is
You gotta be what you are
The only thing I'm missing
Is a black guitar

I'm a rock star
Hey baby
I'm a rock star
Hey baby

Big city
White lights
Sleep all day
Up all night

Hey baby
I'm a rock star
Hey baby
I'm a rock star

Hey baby it's...
Big cities
And white lights
Sleep all day
Up all nights

Baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a

Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Hey, hey, hey

Hey
I'm rocking out tonight
'Cause I can't wait till tomorrow
I'm a live my whole life
In the night

'Cause I ain't got time to borrow
I'm rocking out tonight
Why wait till tomorrow
I'm a live my whole life
In the night

I'm a rock star
Hey baby
I'm a rock star
Hey baby

Big city
White lights
Sleep all day
Up all night

Hey baby
I'm a rock star
Hey baby
I'm a rock star

Hey baby it's...
Big cities
And white lights
Sleep all day
Up all nights

Baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a

Oh, baby I'm a
Oh, baby I'm a
Oh, baby I'm a
Hey, hey, hey"

ML4,J. Holiday,Bed,pos,"(J. Holiday: speaking)
J. Holiday
L.O.S.
Aye, Aye, Aye, Aye, Aye, Aye, Aye (repeat 8x times)
Put you to the bed, bed, bed
Put you to the bed, bed, bed
Aye, Aye, Aye, Aye

Girl, change into that Victoria Secret thing that I like
All right
OK, tonight you're having me your way
Perfume, spray it there
Put our love in the air
Now put me right next to you
Fittin' to raise the temp in the room
First rub my back like you do
Right there, uh-uh, right there uh
You touch me like you care
Now Stop
And let me repay you for the week that you've been through
Working that 9-5 and staying cute, like you do
Oh, oh, oh

I love it (I love it)
You love it (You love it)
Everytime (Everytime)
We touchin (We touchin)
I want it (I want it)
You want it (You want it)
I'll see you (see you)
In the morning (In the morning)

I wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryin' to put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'ma rock your body
Turn you over
Love is war
I'm your soldier
Touching you like it's our first time
I'mma put you to bed, bed, bed
I'ma put you to bed, bed, bed

I'm staring at you while your sleep
Irreplaceable beauty
Put my face up in your neck and breathe (aww, breathe)
Take you into my senses
Wake up, it's time to finish
Round two, It's round two
Matter of fact it's closer to three
She like, ""how long I been 'sleep?""
Shorty, kisses turn into the sweetest dreams
Like give it to me
And I can feel her tell me
My angel this is wonderful
Thanks, for letting me bless ya
Come down, fly, right, drift back into heaven
Oh, Oh, Oh, Oh

I love it (I love it)
You love it (You love it)
Everytime (Everytime)
We touchin (We touchin)
I want it (I want it)
You want it (You want it)
I'll see you (see you)
In the morning (In the morning)

I wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryin' to put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'ma rock your body
Turn you over
Love is war
I'm your soldier
Touching you like it's our first time
I'mma put you to bed, bed, bed
I'ma put you to bed, bed, bed

Watch the sunlight peak over the horizons
Ou-Ou, Ou-Ou, Ou-Ou, Ou-Ou
Sun ain't the only thing that's shining
Ou-Ou, Ou-Ou, Ou-Ou, Ou-Ou
Now, I'mma send you out into the world with my love
Tell everybody aye, aye, aye [x10]

I wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryin' to put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'ma rock your body
Turn you over
Love is war
I'm your soldier
Touching you like it's our first time
I'mma put you to bed, bed, bed
I'ma put you to bed, bed, bed"

ML6,Whitney Houston,My Love Is Your Love,pos,"If tomorrow is Judgement Day
And I'm standin' on the front line
And the Lord asks me what I did with my life
I will say I spent it with you

If I wake up in World War 3
I see destruction and poverty
And I feel like I wanna go home
It's okay if you're comin' with me

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

If I lose my fame and fortune
And I'm homeless on the street
And I'm sleepin' in Grand Central Station
It's okay if you're sleepin' with me

As the years they pass us by
We stay young through each other's eyes
And no matter how old we get
It's okay as long as I got you babe

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

If I should die this very day
Don't cry, cause on earth we wasn't meant to stay
And no matter what the people say
I'll be waiting for you after the Judgement Day

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us

'Cause your love is my love
And my love is your love
It would take an eternity to break us
And the chains of Amistad couldn't hold us"

ML9,Coro,Can't Let You Go,pos,"I should've known you'd be this way
Serves me right, to fall in love

You brought me love then you took it back
We had it all and that's a fact
Love is a game that we all play
There's one thing I've got to say

I gave you my heart and I gave you my world
I spent those lonely nights right here in the cold
Every time you touch me, my body starts to quiver
All I want to do is love you all night long

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

I can't help but think of how you made me feel
Every time I think about the two of us

Can't realize (can't realize)
Can't seem to buy it (can't seem to buy it)
Now that you're gone (now that you're gone)
Now that you're gone

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
You fit me like a glove
'Cause when you hold me tight
The feelings oh so right
Just can't forget those times
When you were mine, all mine
This love I have for you is true
So come back to the one who loves you

Every time you touch me, my body starts to quiver
All I want to do is love you all night long

I should've known that you'd be this way
Serves me right to fall in love
I can't help but think of how you left me feeling
Every time I think about the two of us

Can't realize (can't realize)
Can't seem to buy it (can't seem to buy it)
Now that you're gone (now that you're gone)
Now that you're gone

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go my love
It's you that I need
You keep me wanting you
You push my love aside

Can't let you go, let you go
I can't let you go

Can't let you go, let you go
I can't let you go"

ML10,Beenie Man,Slam,pos,"Well this is like
A menance to di society
Big enough fi all di ghetto lady (All gals!)
Rock out and gwaan crazy (Big tip!)
Sing along (Sung)

Gimmie the girl dem wit
The wickedest slam
Di kinda girl wheyknow fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Again)
Gimmie the girl dem wit
The wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Boy!)

Man if yuh never get yuh
Pedal an wheel
An if yuh nevah have
Yuh bananna peel
Man if yuh have fi know how
Good lovin' feel
Yuh affi find a girl whey live a Maxfield
Man if yuh love your girlfriend
To yuh heart
But yuh not get di slam
Whey yuh want
Only bad things can gwaan
If yuh hide
'Cause you got Junglis girl pon de side ('Cause!)

A ghetto girl love up
Di wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Again)
Gimmie the girl dem wit
The wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Caw)

Me not gon wife up
No girl if she bow
Gal inna bed an
She nuh know what to do
But me not gon
Wrinkle and screw
Because me dun have
Me gal a Seaview
Me not gon run to get
No uptown girl
True, she brown and
She pretty like pearl
True, me know
A mamma man round de world
You could-a find out
Your girl-a name Earl
Man if yuh have a ghetto girl
A look fi proud
Although she might-a look
Kinda loud
But when it come down to
Who run di road
A ghetto girl dem a
Movin the crowd (so)

Gimmie the girl dem wit
The wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Again)
Gimmie the girl dem wit
The wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl (Man!)

If yuh never get a
Pedal an wheel
An if yuh nevah have
Yuh bananna peel
Man if yuh have fi know
Good lovin' feel
Yuh affi get a girl whey live a Maxfield
Man if yuh love your girlfriend
To your heart
But yuh not get di slam
Where yuh want
Only bad things can gwaan
If yuh hide
'Cause you got Junglis girl pon de side (So!)

A ghetto girl dem have
Di wickedest slam
Di kinda girl whey know fi
Love up she man
Man if yuh have fi get di medal
Yuh have fi get a slam
From a real ghetto girl"

ML11,Deitrick Haddon,Love Him Like I Do ,pos,"(Feat. Ruben Studdard and Mary Mary)

Love him like I do [x8]

Ruben Studdard:
I had to tell you first
The Pastor of the church
My folks and friends
Listen to these words
See GOD save me (yeah)
From myself when no one else was around
And it was only by his grace
His mercy is favor
'Cause I know I don't deserve
All the love he shows (oh)
And how he let me know (oh)
He never brought me side

That's why I love him like I do
I Love him like I do
I Love him like I do
That's why I love him like I do
I, I [x2]

Deitrick Haddon:
See I got a testimony how to save my soul
For hours just sinner left in the floor
Give me a second chance
Save me from myself
Came to my rescue
When I needed help
You want to know why, I love him the way I do
That's when the enemy said I was through
He took me from the bottom
And put me on the top
He lend his hands on me
And now I can't stop

That's why I love him like I do
I Love him like I do (my my my)
I Love him like I do (I do, I do, do do do)
That's why I love him like I do (I love him like I do I love him like I do)
I, I [x2]

Mary Mary:
Somebody told me we overcome by our testimony
Bet you wouldn't believe how bad fear use to paralyze me
God's hand let me through the test
And he brought out the very best of me
And now I never forget
Gonna tell the world what you mean to me (ye... ah... yeah

That's why I love him like I do
I Love him like I do
I Love him like I do
That's why I love him like I do
I, I [x2]

Mary Mary:
Let me tell you why I love [x2]
Because he been so good me
He takes care of me
He keeps love me yeah
I love him
I love him

I Love him like I do
I Love him like I do
I Love him like I do
I Love him like I do"

ML12,The Jackson 5,ABC,pos,"You went to school to learn, girl
Things you never, never knew before
Like I before E except after C
And why two plus two makes four
Now, now, now, I'm gonna teach you (teach you, teach you)
All about love, dear (all about love)
Sit yourself down, take a seat
All you gotta do is repeat after me

ABC
Easy as one, two, three
As simple as do re mi
ABC
One, two, three
Baby, you and me, girl

ABC
Easy as one, two, three
As simple as do re mi
ABC
One, two, three
Baby, you and me, girl

(Come on, let me love you just a little bit)
Come on, let me love you just a little bit
I'm-a going to teach how to sing it out
Come on, come on, come on
Let me show you what it's all about

Reading, writing and arithmetic
Are the branches of the learning tree
But without the roots of love every day, girl
Your education ain't complete
T-T-T-Teacher's gonna show you (show you, show you)
How to get an A (nyah, nyah, nyah, nyah, nyah, nyah)
Spell ""me,"" ""you"" (add the two)
Listen to me, baby, that's all you gotta do

Oh, ABC
As easy as one, two, three
As simple as do re mi
ABC
One, two, three
Baby, you and me, girl

ABC, it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be
That's how easy love can be
Sing a simple melody
One, two, three
You and me

Sit down, girl
I think I love ya
No, get up, girl
Show me what you can do

Shake it, shake it, baby, come on now
Shake it, shake it, baby, ooh-ooh
Shake it, shake it, baby, huh
One, two, three, baby, ooh-ooh
ABC, baby, nah-nah
Do re mi, baby, ow
That's how easy love can be

ABC, it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be

I'm going to teach how to sing it out
Come on, come on, come on
Let me show you what it's all about

ABC, it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be

I'm going to teach how to sing it out
Sing it out, sing it out
Ow, ow, ow, baby

ABC, it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be"

ML13,Maysa,The Lady In My Life,pos,"There will be no darkness tonight
Baby our love will shine
Just put your trust in my heart
And meet me in paradise
Boy you're every wonder in this world to me
A treasure time will steal away

So listen to my heart
Lay your body close to mine
Let me feel you in my dreams
I can make you feel alright
And baby through the years
Gonna love you more each day
So I promise you tonight
I will always be the lady in your life

Lay back on my tenderness
Let's make this a night we won't forget
Oh I need your sweet caress
Reach out to our fantasy
Two hearts in the beat of ecstasy
Come to me boy

And I will keep you warm
Through the shadows of the night
Let me touch you with my love
I will make you feel so right
And baby through the years
Even when we're old and gray
I will love you more each day
'Cause I will always be the lady
Always be the lady in your life

Always the lady in your life

Stay with me
Always the lady in your life
I want you to stay with me
Always the lady in your life
I need you by my side
Always the lady in your life
Oh yeah baby

Always the lady in your life
'Cause I love you, yes I do
Always the lady in your life
And I need you baby
Always the lady in your life
More than you'll ever know
Always the lady in your life
I love you baby

Always the lady in your life
And I've gotta let it show
Always the lady in your life
And I... I love you baby
Always the lady in your life
I need you baby
Always the lady in your life

Don't you see I love you boy
Don't you see I love you baby

Always the lady in your life
Always the lady in your life
Always the lady in your life"

ML14,Ryan Shaw,We Got Love,pos,"Baby, when I'm wrapped up in your arms
It never rains
And I'm prayin' for more, more and more
Each and every day, oh, baby

We're flyin' high and no one can deny
They can't tell by the look in your eyes

That we got love, you got me
If I got you, baby, we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love, oh, yeah

And you know I love to see you smile, oh
And what you done for me
What you done for me makes it all worthwhile, oh, baby
'Cause you, you are my desire
And with the slightest touch
With the slightest touch my soul's on fire

'Cause we got love, baby, you got me
And if I got you we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love

Storms are gonna rise and winds are gonna blow
But it ain't no need to worry as long as we know
As long as we know

We got love, baby, you got me
And if I got you whole, we got more than money
You are everything a man's been dreamin' of
Oh, we got love, baby, we got love

'Cause I've been new, I've been around
But we won't let nothing, nothing shake the love we found
We got love, baby, we got love
Yeah, yeah, love, baby, we got love

I, I know we gotta, gotta, got, got love
Soon we, I need a little bit of love
Baby, we got, we got love
Oh, love, oh, love"

ML15,The Paris Sisters,I Love How You Love Me,pos,"I love how your eyes close
Whenever you kiss me;
And when I'm away from you,
I love how you miss me.
I love the way you always treat me tenderly
But darling most of all, I love how you love me.

I love how your heart beats,
Whenever I hold you.
I love how you think of me,
Without being told to.
I love the way your touch is always heavenly
But darling most of all, I love how you love me.

I love how your eyes close
Whenever you kiss me
And when I'm away from you
I love how you miss me.
I love the way your touch is always heavenly
But darling most of all, I love how you love me.

I love how you hug me
I love how you squeeze me, tease me, please me
Love how you love me
I love how you love me"

ML17,Kurt Carr & The Kurt Carr Singers,God Great God,pos,"Glory and honor dominion and power
Now and forever the Lord God omnipotent
Reineth with power forever with power
Greater than all you are sovereign God

God great God
Worthy of honor and glory
We stand here in reverence
Blessed in your presence
Jehovah Forever and ever our God

Nobody greater
Nobody greater
Nobody greater
Greater than our God

Nobody
Nobody
No Nobody
Greater than our God

God great God
God great God Jehovah
God great God (whoo whoo)
God great God forever"

ML21,Tarralyn Ramsey,Peace Of God,pos,"Oh peace of God
Reign on me
My spirit's calling
To be free
My heart is heavy
I'm weighted down
For I know that your
Presence will always be around

Repeat 3 times

Ooh mmmmmm

For the peace of god
Surpasses all understanding
For the peace of God
Supasses all understanding

Repeat 4 times"

ML22,Tyrese,One,pos,"The One
Tyrese
Let me start by sayin' that you're the one
'Cause this is the first time I felt like this plain as day (oh)
You're the only number that I dial (from other chicks)
You're the only sex I'm gettin' now (ain't that a trip)
But it don't matter (cause' you're in it)
And it don't matter (but then I get it)
'Cause you're the only one

(1)
Imma be good with just one girl
One girl
That's all I need
Imma be straight with just one crib And two whips
'Cause I'm grown and that's all that I need
Is the one ghetto girl that makes my baby squeeze
One ghetto girl I'm shakin' all of my chicks
That's why I'm down on one knee with one ring
Baby all I need is one

Ain't nothing gonna stop me from lovin' you
And wifing you
Spendin' all my life with you
Baby
I'm so committed
This one is one I'm with it
It's so damn good
All the sex you want without no hat (imagine that)
Got a real nigga that's gon' have your back (imagine that)
That's just the way it is
And that's just how it's gon' go
And you gon' be that one

(1-repeat)

Girl I ain't gonna front about it down and tell the truth about it (way gone)
Way gone
Ain't nothin' I won't give up just to make you that one
Baby that one girl

One step
One breath
One love
One name
So it's one me
One ring
One church
And one preacher
One choir
Two little words

(1-repeat)

Just one
One girl
One girl
Baby all I need is one (all I need is one)
One girl (one)
One girl (baby your the one)
Baby all I need is one
One me
One ring
One church"

ML24,Tarralyn Ramsey,Unconditional Love,pos,"Been in love so many times before
Everyone I loved walked right out the door
But I never knew
That I'd find someone like you

Take me by my hand
Help me to stand
I never knew that I'd find someone like you

Give me unconditional love
Unconditional love
Give me unconditional love
Give me unconditional love
That holy unconditional love
Give me unconditional love

Been in love so many times before
Everyone I loved walked right out the door
But I never knew
That I'd find someone like you

Take me by my hand
Help me to stand
I never knew that I'd find someone like you

Give me unconditional love
Give me unconditional love
Give me unconditional love
Yeah, that's all I want is your unconditional love
Give me unconditional love
Lord I love you, yes I do
Give me unconditional love

You love me right, God knows you love me right
You hold me tight
Lord, I love you
Lord, I love you

You love me right, can't nobody do me like you
You hold me tight
Lord, I love you with my whole heart
Lord, I love you

You love me right
You hold me tight
Lord, I love you
Lord, I love you"

ML25,Kool & The Gang,Steppin' Into Love,pos,"Tonight, tonight, tonight

What a lovely feeling, music so appealing
Steppin' into love, my baby and I
When we start the dancin', we begin romancin'
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Music is so thrilling and she is so willing
Steppin' into love, my baby and I
Every beat's a love song, nothing here can go wrong
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Steppin' into love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Tonight, tonight, tonight

The beat is gettin' stronger, we dance a little longer
Steppin' into love, my baby and I
Steppin' in a small way, says I love her always
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' into the love, whoa, tonight

Every night we go out and dance
There's a chance to increase romance

And we know every beat is love
Steppin' to love
Tonight, tonight, tonight, all night"

ML29,Bobby Bare,Detroit City,pos,"I wanna go home
I wanna go home
Oh, how I wanna go home

Last night I went to sleep in Detroit City
And I dreamed about those cotton fields and home
I dreamed about my mother
Dear old papa, sister, and brother
I dreamed about that girl
Who's been waiting for so long

I wanna go home
I wanna go home
Oh, how I wanna go home

Homefolks think I'm big in Detroit City
From the letters that I write, they think I'm fine
By day, I make the cars
By night, I make the bars
If only they could read between the lines

Spoken:
'Cause you know, I rode the freight train north to Detroit City
And after all these years, I find I just been wastin' my time
So I just think I'll take my foolish pride
And put it on a Southbound freight and ride
And go on back to the loved ones
The ones I left waitin' so far behind

I wanna go home
I wanna go home
Oh, how I wanna go home"

ML30,Gene Watson,Got No Reason Now For Goin' Home,pos,"Got no reason now for goin' home,
All my reason's now, she's gone
Got no one there to talk to
And even though I know I ought to,
Got no reasons now for goin' home

Once I had every reason a man could want
For going home and makin' love, but now I don't
So I end up in here each night sittin' and thinkin'
Missin' her, hurtin' so, and drinkin'.

Got no reason now for goin' home,
All my reason's now, she's gone
Got no one there to talk to
And even though I know I ought to,
Got no reasons now for goin' home

It's so hard now just knowin' there's another
That she's out with him, knowin' that I love her
So I end up in here each night, sitting' and thinkin'
Missin' her, hatin' him, and drinkin'.

Got no reason now for goin' home,
All my reason's now, she's gone
Got no one there to talk to
And even though I know I ought to,
Got no reasons now for goin' home"

ML32,Playing For Change,Don't Worry,pos,"Let's don't worry my brother
In this world we are all the same
We must find peace
We must find it together
Is not far away from your heart
You've got the good vibration

Let your heart follow the rhythm
When the voice give you emotion
You have fulfill peace

When the butterfly dances in the sky
When you want to sing what you like
You've got the good sensation
You've got the good sensation
You've got the good vibration

You've got the good vibration

Lets don't worry my brother
In this world we are all the same
We must find peace
We must find it together
Is not far away from your heart
You've got the good vibration
You've got the good vibration
You've got the good vibration"

ML33,The Rolling Stones,Melody,pos,"Two, one, two

Melody (Melody), it was her second name
Melody (Melody), it was her second name
Melody (Melody, yeah), it was her second name
Melody (Melody), it was her second name

Came home one morning about a quarter to three
I'm banging on my door 'cause I just lost my key
Oh, open up, baby, you got someone else inside
I'm going to come and get ya dead or alive

Melody (Melody), it was her second name
Melody (Melody, yeah), it was her second name
Melody (Melody, yeah), it was her second name
Melody (Melody, yeah), it was her second name

I took her out dancing, but she drank away my cash
She said, ""I'm going to fix my face, don't you worry, I'll be back""
I'm looking for her high and low like a mustard for a ham
She was crashed out in the bathroom
In the arms of my best friend

Melody (Melody), it was her second name
Melody (Melody), it was her second name
Melody (Melody, baby), it was her second name
Melody (Melody, yeah), it was her second name
Melody (Melody), it was her second name
Well, (Melody) it was her second name

Then one day she left me
She took everything that moved
My car, she took my trailer home
She took my Sunday boots
My nose is on her trail
I'm going to catch her by surprise
And then I'm going to have the pleasure
To roast that child alive

What I'd say
(Melody) it was her second name
Melody (Melody), it was her second name
Melody (oh, Melody), yeah, it was her second name
Melody (Melody), well, it was her second name
Yeah, yeah, yeah, baby, it was her second name
Yeah, yeah, yeah, yes, uh huh

Yes, yeah, oh oh
Yeah, yeah
Melody, was her second name
Melody, was her second name
Aw, sweet, sweet, sweet baby

Melody, Melody, Melody
Oh, baby
Say, baby
Oh, oh, oh

Two more times
Melody (Melody), it was her second name
Melody (Melody), it was her second name
Melody"

ML38,The Rolling Stones,Not Fade Away,pos,"I'm gonna tell you how it's gonna be
You're gonna give your love to me
I'm gonna love you night and day
Well love is love and not fade away
Well love is love and not fade away

My love bigger than a Cadillac
I try to show it and you're drivin' me back
Your love for me has got to be real
For you to know just how I feel
Love is real and not fade away
Well love is real and not fade away, yeah

I'm gonna tell you how it's gonna be
You're gonna give your love to me
Love to last more than one day
Well love is love and not fade away
Well love is love and not fade away
Well love is love and not fade away
Well love is love and not fade away"

ML39,The Beach Boys,God Only Knows,pos,"I may not always love you
But long as there are stars above you
You never need to doubt it
I'll make you so sure about it

God only knows what I'd be without you

If you should ever leave me
Though life would still go on, believe me
The world could show nothing to me
So what good would living do me?

God only knows what I'd be without you

And God only knows what I'd be without you

If you should ever leave me
Though life would still go on, believe me
The world could show nothing to me
So what good would living do me?

God only knows what I'd be without you

And God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you
God only knows what I'd be without you"

ML51,Pantera,This Love,pos,"If ever words were spoken, painful and untrue
I said I loved, but I lied
In my life, all I wanted
Was the keeping of someone like you
As it turns out, deeper within me
Love was twisted and pointed at you
Never ending pain. Quickly ending life...

You keep this love (thing)
Love (child), love (toy)
You keep this love (fist)
Love (scar), love (break)
You keep this love!
Love! Love!
You keep this love!
Love! Love!
You keep this love!

I'd been the tempting one, stole her from herself
This gift in pain, her pain was life
And sometimes, I feel so sorry
I regret this hurting of you
But you made me so unhappy
I'll take my life and leave love with you
I'd kill myself for you, I'd kill you for myself

You keep this love (thing)
Love (child), love (toy)
You keep this love (fist)
Love (scar), love (break)
You keep this love!
Love! Love!
You keep this love!
Love! Love!
You keep this love!

No more head trips!

You keep this love (thing)
Love (child), love (toy)
You keep this love (fist)
Love (scar), love (break)
You keep this love!
Love! Love!
You keep this love!
Love! Love!
You keep this love!
You keep this love!
You keep this love!
You keep this love!
You keep this love!"

ML59,Pearl Jam,Why Go,pos,"She scratches a letter
Into a wall made of stone
Maybe someday another child
Won't feel as alone as she does
It's been two years and counting
Since they put her in this place
She's been diagnosed
By some stupid fuck
And mommy agrees, yeah

Why go home?
Why go home?
Why go home?

She seems to be stronger
But what they want her to be is weak
She could play pretend
She could join the game, boy
She could be another clone
Ooh, ow
Ah, yeah

Why go home?
Why go home?
Why go home?
Why go home?
What you taught me (why go home?)
Put me here (why go home?)
Don't come visit (why go home?)
Mother, sing it

Oh, why go home?
Why go home?
Why go home?
Why go home?
What you taught me (why go home?)
Put me here (why go home?)
Don't come visit (why go home?)
Mother, Mother, yeah (why go home?)

Why go home?
Why go home?
Why go home?
Why go home?
Why go home?
Why go home?
Why?"

ML69,Dierks Bentley,Free And Easy ,pos,"Pair of boots and a sack of clothes
Free and easy down the road I go
Hangin' memories on the high line poles
Free and easy down the road I go
Free and easy down the road I go

Ragweed's rockin' on the radio
Free and easy down the road I go
So I keep rollin' like an old banjo
Free and easy down the road I go

Got the sun shinin' on me like a big spotlight
So I know everything is gonna be all right

Sin't no tellin' where the wind might blow
Free and easy down the road I go
Livin' life like a Sunday stroll
Free and easy down the road I go
Free and easy down the road I go

If you only get to go around one time
I'm gonna sit back and try to enjoy the ride

I could make a million or wind up broke
Free and easy down the road I go
Can't take it with you when you go so
Free and easy down the road I go
Someday I know it's gonna take me home so
Free and easy down the road I go
Free and easy down the road I go"

ML70,Kenny Chesney,When The Sun Goes Down ,pos,"Sun tanned toes ticklin' the sand
Cold drink chillin' in my right hand
Watchin' you sleep in the evening light
Restin' up for a long, long night.

'Cause when the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' all right
When the sun sinks down, over the water
Everything gets hotter when the sun goes down.
Yeah!

All day long just takin' it easy
Layin' in the hammock where it's nice and breezy
Sleepin' off the night before
'Cause when the sun goes down, we'll be back for more.

When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' all right
When the sun sinks down, over the water
Everything gets hotter when the sun goes down.

This old guitar and my dark sunglasses
The sweet concoction is smooth as molasses
Nothing to do but breathe all day
Until the big moon rises and it's time to play.

When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' all right
When the sun sinks down, over the water
Everything gets hotter when the sun goes down.

When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' all right
When the sun sinks down, over the water
She thinks Cracker's sexy when the sun goes down.

(Other versions may have the Chorus sang 1-2-3 more times)

We'll be feelin' all right
When the sun sinks down, over the water
Uncle Kenny's hotter when the sun goes down.

When the sun goes down, we'll be groovin'
When the sun goes down.
Hey, Uncle Kenny.

When the sun goes down, over the water
Everything gets hotter when the sun goes down..."

ML75,Josh Turner,Your Man,pos,"Baby lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand

I've been thinking 'bout this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man

There's no hurry
Don't you worry
We can take our time
Come a little closer
Let's go over
What I had in mind

Baby lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand

I've been thinking 'bout this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man

Ain't nobody ever love nobody
The way that I love you
We're alone now
You don't know how
Long I've wanted to

Lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand

I've been thinking 'bout this all day long
Never felt a feeling that was quite this strong
I can't believe how much it turns me on
Just to be your man
I can't believe how much it turns me on
Just to be your man"

ML83,Jefferson Airplane,Somebody To Love,pos,"When the truth is found to be lies
And all the joy within you dies
Don't you want somebody to love?
Don't you need somebody to love?
