,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty
ML570,Fever Dreaming,No Age,5.931333333333333,4.650666666666667,5.357666666666665,1.6436666666666662,2.2626666666666666,2.2796666666666665,0,0,0,0,38,68,30,0,65.9037037037037,51.67407407407408,59.52962962962962,0,0,0,0,0,0,0,55.88235294117647,100,44.11764705882353,0.0
ML571,Knife,Grizzly Bear,5.715263157894736,4.156315789473683,5.674210526315791,1.756315789473684,2.4063157894736835,2.2710526315789465,0,0,0,0,22,41,19,0,63.50292397660817,46.18128654970759,63.046783625731024,0,0,0,0,0,0,0,53.65853658536586,100,46.34146341463415,0.0
ML572,It's For You,Out Hud,5.783333333333332,3.556296296296296,5.480740740740739,1.5551851851851852,2.1114814814814813,2.166296296296296,0,0,0,0,44,71,27,0,64.25925925925925,39.51440329218107,60.897119341563766,0,0,0,0,0,0,0,61.97183098591549,100,38.028169014084504,0.0
ML573,Braintrust,Hot Snakes,6.039428571428568,4.321428571428569,5.43828571428571,1.7677142857142856,2.365714285714287,2.412285714285714,0,0,0,0,13,48,35,0,67.10476190476186,48.01587301587299,60.425396825396774,0,0,0,0,0,0,0,27.083333333333332,100,72.91666666666666,0.0
ML574,The Velvet Cell,Gravenhurst,4.67608695652174,4.926521739130435,4.897391304347826,1.672608695652174,2.446521739130435,2.304782608695652,0,0,0,0,14,37,23,0,51.956521739130444,54.73913043478261,54.41545893719806,0,0,0,0,0,0,0,37.83783783783784,100,62.16216216216216,0.0
ML575,I Hate People ,Jemina Pearl,5.354242424242423,4.2749999999999995,5.3595454545454535,1.6404545454545458,2.3072727272727276,2.160757575757576,0,0,0,0,30,96,66,0,59.49158249158248,47.49999999999999,59.550505050505045,0,0,0,0,0,0,0,31.25,100,68.75,0.0
ML577,In Pairs,Someone Still Loves You Boris Yeltsin,6.193076923076922,4.52,5.780000000000001,1.8761538461538463,2.3607692307692307,2.202307692307692,0,0,0,0,2,15,13,0,68.81196581196579,50.222222222222214,64.22222222222223,0,0,0,0,0,0,0,13.333333333333334,100,86.66666666666667,0.0
ML578,The Training,Living Sacrifice,5.533510638297873,4.7687234042553195,5.611382978723401,1.6555319148936174,2.4436170212765957,2.2676595744680847,0,0,0,0,7,101,94,0,61.48345153664304,52.98581560283688,62.348699763593345,0,0,0,0,0,0,0,6.9306930693069315,100,93.06930693069307,0.0
ML580,What It Look Like,Spank Rock,5.612181818181817,4.099272727272726,5.4461818181818265,1.6131363636363611,2.3095454545454532,2.0553636363636385,0,0,0,0,106,326,220,0,62.357575757575745,45.54747474747473,60.5131313131314,0,0,0,0,0,0,0,32.515337423312886,100,67.48466257668711,0.0
ML582,My Kind Of Girl,Frank Sinatra,6.812499999999999,4.160681818181817,6.143181818181816,1.5292045454545458,2.376022727272727,1.954772727272726,0,0,0,0,19,107,88,0,75.69444444444443,46.229797979797965,68.25757575757572,0,0,0,0,0,0,0,17.75700934579439,100,82.2429906542056,0.0
ML583,Heartaches,Ted Weems,5.547058823529411,4.851764705882353,4.933529411764706,1.793529411764706,2.500588235294118,2.1747058823529413,0,0,0,0,7,24,17,0,61.63398692810457,53.90849673202614,54.81699346405229,0,0,0,0,0,0,0,29.166666666666668,100,70.83333333333334,0.0
ML584,Come On-A My House,Rosemary Clooney,6.7410000000000005,3.964111111111105,6.091222222222227,1.364555555555557,2.385333333333334,1.9939999999999982,0,0,0,0,61,151,90,0,74.9,44.045679012345616,67.6802469135803,0,0,0,0,0,0,0,40.397350993377486,100,59.60264900662252,0.0
ML585,I'll Never Smile Again ,Tommy Dorsey & His Orchestra,6.991428571428568,4.608571428571429,6.357142857142857,1.7603571428571423,2.6703571428571435,1.8460714285714288,0,0,0,0,14,42,28,0,77.68253968253966,51.206349206349216,70.63492063492063,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML587,Too Young,Nat King Cole,6.248333333333334,4.033,5.822333333333333,1.6070000000000004,2.348,2.3150000000000004,0,0,0,0,18,48,30,0,69.42592592592592,44.81111111111111,64.69259259259259,0,0,0,0,0,0,0,37.5,100,62.5,0.0
ML588,Nice 'N' Easy,Frank Sinatra,6.136222222222222,4.114444444444444,5.797999999999999,1.6564444444444442,2.469777777777778,2.1053333333333337,0,0,0,0,26,71,45,0,68.18024691358023,45.71604938271604,64.42222222222222,0,0,0,0,0,0,0,36.61971830985916,100,63.38028169014085,0.0
ML589,The Very Thought Of You ,Nat King Cole,6.283720930232558,4.038837209302326,5.821627906976745,1.5462790697674418,2.2934883720930235,2.08093023255814,0,0,0,0,20,63,43,0,69.81912144702842,44.87596899224806,64.68475452196384,0,0,0,0,0,0,0,31.746031746031743,100,68.25396825396825,0.0
ML591,Stupid Girl,Garbage,5.144117647058823,4.447058823529411,5.2226470588235285,1.6814705882352947,2.4358823529411775,2.3376470588235296,0,0,0,0,40,108,68,0,57.15686274509804,49.41176470588235,58.02941176470587,0,0,0,0,0,0,0,37.03703703703704,100,62.96296296296296,0.0
ML592,This Addiction,Alkaline Trio,4.976530612244899,4.197551020408163,4.805714285714287,1.634489795918367,2.471632653061225,2.201428571428571,0,0,0,0,26,75,49,0,55.29478458049888,46.63945578231292,53.396825396825406,0,0,0,0,0,0,0,34.66666666666667,100,65.33333333333333,0.0
ML593,Just,Radiohead,5.553939393939395,3.652121212121212,5.363636363636363,1.6530303030303026,2.2281818181818185,2.1260606060606064,0,0,0,0,25,58,33,0,61.71043771043772,40.579124579124574,59.5959595959596,0,0,0,0,0,0,0,43.103448275862064,100,56.896551724137936,0.0
ML594,Minerva,Deftones,5.757435897435899,4.24025641025641,5.408974358974358,1.7625641025641032,2.355897435897436,2.0633333333333335,0,0,0,0,16,55,39,0,63.971509971509995,47.11396011396011,60.09971509971509,0,0,0,0,0,0,0,29.09090909090909,100,70.9090909090909,0.0
ML595,Jailhouse,Sublime,5.510000000000001,4.365339805825241,5.279126213592231,1.604271844660195,2.388446601941749,2.1680582524271856,0,0,0,0,95,198,103,0,61.222222222222236,48.50377562028045,58.65695792880256,0,0,0,0,0,0,0,47.97979797979798,100,52.02020202020202,0.0
ML596,I Was A Teenage Anarchist,Against Me!,5.296857142857141,4.403428571428572,5.259809523809526,1.6616190476190484,2.145809523809523,2.373809523809526,0,0,0,0,14,119,105,0,58.85396825396823,48.92698412698414,58.44232804232807,0,0,0,0,0,0,0,11.76470588235294,100,88.23529411764706,0.0
ML597,Love Is Stronger Than Pride,Sade,6.341555555555554,4.5533333333333355,5.749999999999999,1.5888888888888892,2.58,2.4422222222222234,0,0,0,0,56,101,45,0,70.46172839506171,50.59259259259262,63.88888888888888,0,0,0,0,0,0,0,55.44554455445545,100,44.554455445544555,0.0
ML598,Walk In The Sun,Bruce Hornsby,6.3488785046728955,3.666822429906542,5.616448598130838,1.6370093457943915,2.211028037383177,2.2254205607476627,0,0,0,0,44,151,107,0,70.54309449636551,40.742471443406025,62.404984423675984,0,0,0,0,0,0,0,29.13907284768212,100,70.86092715231787,0.0
ML600,You Are,Lionel Richie,6.549324324324323,4.399729729729733,5.515540540540539,1.626756756756756,2.4637837837837844,2.3925675675675673,0,0,0,0,40,114,74,0,72.77027027027026,48.885885885885926,61.283783783783775,0,0,0,0,0,0,0,35.08771929824561,100,64.91228070175438,0.0
ML601,Jump Into The Fire,Harry Nilsson,6.739591836734694,4.973061224489795,6.268979591836737,1.6238775510204089,2.3067346938775515,2.2002040816326516,0,0,0,0,4,53,49,0,74.8843537414966,55.25623582766439,69.65532879818596,0,0,0,0,0,0,0,7.547169811320755,100,92.45283018867924,0.0
ML602,Rastaman Chant,The Derek Trucks Band,6.160476190476193,4.267619047619049,6.081269841269838,1.8612698412698423,2.3728571428571437,2.249206349206349,0,0,0,0,36,99,63,0,68.44973544973547,47.41798941798943,67.5696649029982,0,0,0,0,0,0,0,36.36363636363637,100,63.63636363636363,0.0
ML603,Dos Locos,Monchy & Alexandra,3.2100000000000004,4.519999999999999,3.95,1.7699999999999998,2.4200000000000004,2.8700000000000006,0,0,0,0,212,223,11,0,35.66666666666667,50.22222222222221,43.888888888888886,0,0,0,0,0,0,0,95.06726457399103,100,4.932735426008969,0.0
ML604,Un Siglo Sin Ti,Chayanne,4.310833333333333,4.363333333333334,5.704166666666667,1.9025,2.0383333333333336,2.233333333333334,0,0,0,0,277,289,12,0,47.898148148148145,48.481481481481495,63.379629629629626,0,0,0,0,0,0,0,95.8477508650519,100,4.1522491349480966,0.0
ML605,Eres Asi,Domenic Marte,5.494999999999998,3.9266666666666663,5.228333333333333,1.8550000000000002,2.4250000000000003,2.3000000000000003,0,0,0,0,139,145,6,0,61.05555555555554,43.629629629629626,58.09259259259258,0,0,0,0,0,0,0,95.86206896551724,100,4.137931034482759,0.0
ML606,Me Enamora,Juanes,4.243636363636362,4.370454545454543,5.009545454545454,1.7859090909090916,2.1499999999999995,2.3295454545454546,0,0,0,0,212,234,22,0,47.15151515151514,48.560606060606034,55.66161616161615,0,0,0,0,0,0,0,90.5982905982906,100,9.401709401709402,0.0
ML607,Duele El Amor ,Aleks Syntek,4.493199999999999,4.994799999999999,5.693599999999999,1.9140000000000006,2.2019999999999995,2.242,0,0,0,0,292,317,25,0,49.92444444444443,55.49777777777777,63.26222222222221,0,0,0,0,0,0,0,92.11356466876973,100,7.886435331230284,0.0
ML608,Lucky One,Amy Grant,6.679152542372879,4.147627118644067,5.614745762711867,1.7484745762711864,2.4028813559322044,2.3874576271186445,0,0,0,0,43,102,59,0,74.21280602636533,46.084745762711854,62.386064030131855,0,0,0,0,0,0,0,42.15686274509804,100,57.84313725490197,0.0
ML609,Inseparable,Natalie Cole,6.596333333333333,4.204666666666666,5.924333333333334,1.6960000000000004,2.4583333333333335,2.079333333333333,0,0,0,0,19,49,30,0,73.2925925925926,46.718518518518515,65.82592592592593,0,0,0,0,0,0,0,38.775510204081634,100,61.224489795918366,0.0
ML611,Sad Eyes,Robert John,5.365185185185188,3.940493827160495,5.258888888888886,1.547901234567901,2.273086419753086,2.07604938271605,0,0,0,0,32,113,81,0,59.613168724279866,43.78326474622772,58.432098765432066,0,0,0,0,0,0,0,28.31858407079646,100,71.68141592920354,0.0
ML612,Blue Eyes,Elton John,6.376825396825393,3.7639682539682537,5.664761904761905,1.9784126984126986,2.3130158730158734,2.2895238095238106,0,0,0,0,26,89,63,0,70.85361552028215,41.82186948853615,62.94179894179894,0,0,0,0,0,0,0,29.213483146067414,100,70.78651685393258,0.0
ML613,Make It With You,Bread,6.526799999999998,4.106399999999999,5.7768,1.7046,2.3814000000000006,2.1738,0,0,0,0,32,82,50,0,72.51999999999998,45.62666666666665,64.18666666666667,0,0,0,0,0,0,0,39.02439024390244,100,60.97560975609756,0.0
ML615,Black & White,Three Dog Night,6.3758620689655165,3.96051724137931,5.641034482758621,1.6802586206896544,2.4046551724137926,2.1867241379310363,0,0,0,0,18,134,116,0,70.84291187739463,44.00574712643677,62.67816091954023,0,0,0,0,0,0,0,13.432835820895523,100,86.56716417910447,0.0
ML616,Haven't Got Time For The Pain,Carly Simon,5.02642857142857,4.64357142857143,4.974047619047619,1.6419047619047618,2.452857142857143,2.2383333333333333,0,0,0,0,38,80,42,0,55.84920634920634,51.5952380952381,55.26719576719577,0,0,0,0,0,0,0,47.5,100,52.5,0.0
ML617,Meet Me Half Way,Kenny Loggins,6.491249999999999,3.9245000000000005,5.575499999999999,1.6612499999999997,2.3295,2.2670000000000003,0,0,0,0,20,60,40,0,72.12499999999999,43.60555555555556,61.949999999999996,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML618,Truly,Lionel Richie,6.823055555555555,4.539444444444445,5.786666666666665,1.5086111111111111,2.500000000000001,2.269999999999999,0,0,0,0,23,59,36,0,75.81172839506172,50.43827160493828,64.29629629629628,0,0,0,0,0,0,0,38.983050847457626,100,61.016949152542374,0.0
ML619,Sweetest Somebody I Know,Stevie Wonder,6.432580645161289,4.252741935483871,5.79806451612903,1.6287096774193544,2.493387096774194,2.1885483870967746,0,0,0,0,68,130,62,0,71.47311827956987,47.252688172043015,64.42293906810033,0,0,0,0,0,0,0,52.307692307692314,100,47.69230769230769,0.0
ML621,Don't Ask My Neighbors,The Emotions,5.570816326530609,4.058979591836736,5.477448979591839,1.5788775510204083,2.3769387755102027,2.041836734693877,0,0,0,0,53,151,98,0,61.89795918367344,45.0997732426304,60.86054421768709,0,0,0,0,0,0,0,35.099337748344375,100,64.90066225165563,0.0
ML622,A Wonderful Dream,The Majors,6.733508771929826,4.174561403508771,5.834561403508771,1.6689473684210534,2.533508771929825,2.194035087719297,0,0,0,0,26,83,57,0,74.81676413255362,46.3840155945419,64.82846003898635,0,0,0,0,0,0,0,31.32530120481928,100,68.67469879518072,0.0
ML623,All I Have To Do Is Dream,The Everly Brothers,6.505230769230772,4.506615384615386,5.49030769230769,1.7558461538461527,2.600307692307693,2.3569230769230787,0,0,0,0,17,82,65,0,72.28034188034191,50.073504273504284,61.00341880341878,0,0,0,0,0,0,0,20.73170731707317,100,79.26829268292683,0.0
ML625,For The Love Of Money,The O'Jays,6.178520710059175,4.936094674556214,5.730591715976328,1.869999999999998,2.4065680473372777,2.4528994082840265,0,0,0,0,40,209,169,0,68.65023011176861,54.845496383957936,63.67324128862587,0,0,0,0,0,0,0,19.138755980861244,100,80.86124401913875,0.0
ML626,I Just Want To Make Love To You,The Rolling Stones,6.533999999999997,4.650190476190484,5.53904761904762,1.7359047619047612,2.533904761904763,2.571904761904762,0,0,0,0,23,128,105,0,72.59999999999997,51.66878306878315,61.54497354497356,0,0,0,0,0,0,0,17.96875,100,82.03125,0.0
ML627,Birthday,The Beatles,6.513833333333336,4.534166666666667,6.039999999999997,1.6688333333333334,2.5723333333333325,2.103666666666667,0,0,0,0,34,94,60,0,72.37592592592596,50.37962962962963,67.11111111111109,0,0,0,0,0,0,0,36.17021276595745,100,63.829787234042556,0.0
ML628,The End,The Beatles,7.6518749999999995,5.137187500000001,5.893124999999998,1.4412500000000004,3.0728125,2.784375000000001,0,0,0,0,5,37,32,0,85.02083333333333,57.07986111111112,65.47916666666664,0,0,0,0,0,0,0,13.513513513513514,100,86.48648648648648,0.0
ML630,Happiness Is A Warm Gun,The Beatles,5.867850467289724,5.26,5.581962616822428,1.7872897196261686,2.4031775700934572,2.321588785046727,0,0,0,0,38,145,107,0,65.19833852544137,58.44444444444444,62.021806853582525,0,0,0,0,0,0,0,26.20689655172414,100,73.79310344827587,0.0
ML631,Stone Free,The Jimi Hendrix Experience,6.242755102040812,4.171122448979592,5.992040816326529,1.6243877551020407,2.4159183673469364,2.3144897959183695,0,0,0,0,75,173,98,0,69.36394557823125,46.34580498866213,66.57823129251699,0,0,0,0,0,0,0,43.35260115606936,100,56.64739884393064,0.0
ML632,Be My Lover,Alice Cooper,6.4399999999999995,4.355609756097562,5.774390243902441,1.6765853658536585,2.339756097560976,2.0790243902439025,0,0,0,0,48,89,41,0,71.55555555555556,48.395663956639574,64.159891598916,0,0,0,0,0,0,0,53.93258426966292,100,46.06741573033708,0.0
ML633,The Face Of Love,Sanctus Real,6.437466666666666,4.175333333333333,5.805333333333334,1.6416000000000002,2.483333333333332,2.159866666666667,0,0,0,0,22,97,75,0,71.5274074074074,46.392592592592585,64.5037037037037,0,0,0,0,0,0,0,22.68041237113402,100,77.31958762886599,0.0
ML634,I Need You To Love Me,BarlowGirl,6.176470588235292,4.364901960784313,5.511960784313724,1.6568627450980384,2.484117647058824,2.3941176470588235,0,0,0,0,34,85,51,0,68.62745098039213,48.49891067538126,61.244008714596944,0,0,0,0,0,0,0,40.0,100,60.0,0.0
ML635,Glory Of True Love,John Prine,6.399508196721308,4.7313114754098375,5.906885245901641,1.7570491803278696,2.501475409836065,2.2863934426229506,0,0,0,0,33,94,61,0,71.10564663023676,52.57012750455375,65.63205828779601,0,0,0,0,0,0,0,35.1063829787234,100,64.8936170212766,0.0
ML636,For The Leaders,Luciano,5.513076923076921,4.446813186813187,5.3110989010989,1.798021978021977,2.3106593406593396,2.355494505494504,0,0,0,0,27,118,91,0,61.25641025641024,49.409035409035404,59.01221001221,0,0,0,0,0,0,0,22.88135593220339,100,77.11864406779661,0.0
ML637,Slavemaster,Gregory Isaacs,5.2902702702702715,4.31391891891892,5.202432432432433,1.737567567567567,2.360135135135136,2.2399999999999998,0,0,0,0,37,111,74,0,58.7807807807808,47.93243243243244,57.80480480480482,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML638,Pure Hatred,Chimaira,4.333125000000002,4.788541666666667,5.259166666666666,1.6606249999999996,2.3300000000000005,2.3210416666666673,0,0,0,0,46,94,48,0,48.14583333333335,53.206018518518526,58.43518518518518,0,0,0,0,0,0,0,48.93617021276596,100,51.06382978723404,0.0
ML639,Bitch,Sevendust,5.344675324675322,4.460389610389609,5.315844155844158,1.4705194805194797,2.3870129870129877,1.9831168831168837,0,0,0,0,55,132,77,0,59.38528138528136,49.559884559884544,59.0649350649351,0,0,0,0,0,0,0,41.66666666666667,100,58.333333333333336,0.0
ML640,Hate My Life,Theory Of A Deadman,5.166388888888887,4.678055555555553,5.26138888888889,1.7355555555555557,2.3833333333333337,2.223611111111112,0,0,0,0,54,162,108,0,57.4043209876543,51.97839506172837,58.459876543209894,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML641,Cold ,Evans Blue,5.335357142857143,4.028095238095239,5.29952380952381,1.6869047619047624,2.380833333333333,2.2522619047619044,0,0,0,0,67,151,84,0,59.28174603174604,44.75661375661377,58.8835978835979,0,0,0,0,0,0,0,44.370860927152314,100,55.62913907284768,0.0
ML642,Easy To Love,Patricia Barber,6.456521739130436,4.4708695652173915,5.886086956521739,1.5708695652173914,2.557391304347826,2.253043478260869,0,0,0,0,22,45,23,0,71.73913043478262,49.67632850241546,65.40096618357488,0,0,0,0,0,0,0,48.888888888888886,100,51.11111111111111,0.0
ML643,Down Home,Alabama,6.005967741935485,3.856129032258062,5.669274193548387,1.6945161290322568,2.303064516129033,2.1497580645161287,0,0,0,0,38,162,124,0,66.73297491039426,42.845878136200696,62.99193548387096,0,0,0,0,0,0,0,23.456790123456788,100,76.5432098765432,0.0
ML644,Bring On The Rain,Jo Dee Messina,5.3059183673469414,4.165918367346938,5.075918367346939,1.5681632653061226,2.327755102040815,2.1557142857142852,0,0,0,0,56,105,49,0,58.954648526077136,46.28798185941042,56.399092970521544,0,0,0,0,0,0,0,53.333333333333336,100,46.666666666666664,0.0
ML645,Fire It Up,Thousand Foot Krutch,5.31938775510204,4.311632653061225,5.361428571428569,1.711530612244898,2.3130612244897972,2.1523469387755103,0,0,0,0,59,157,98,0,59.104308390022666,47.90702947845806,59.571428571428555,0,0,0,0,0,0,0,37.57961783439491,100,62.42038216560509,0.0
ML646,War Of Attrition,God Forbid,4.571249999999998,4.53625,4.865892857142856,1.574285714285714,2.2660714285714287,2.2280357142857143,0,0,0,0,24,80,56,0,50.79166666666665,50.40277777777778,54.065476190476176,0,0,0,0,0,0,0,30.0,100,70.0,0.0
ML648,Caves,Chiodos,4.971720430107526,4.455268817204301,4.882258064516125,1.594946236559139,2.3051612903225798,2.20462365591398,0,0,0,0,54,147,93,0,55.24133811230584,49.50298685782556,54.24731182795695,0,0,0,0,0,0,0,36.734693877551024,100,63.26530612244898,0.0
ML649,Polly ,Nirvana,5.6290361445783095,4.250120481927711,5.603614457831324,1.6795180722891574,2.2728915662650606,2.1044578313253015,0,0,0,0,28,111,83,0,62.544846050870106,47.223560910307896,62.2623828647925,0,0,0,0,0,0,0,25.225225225225223,100,74.77477477477478,0.0
ML650,Miserable,Lit,5.137358490566038,4.140377358490564,5.213584905660377,1.6158490566037738,2.4883018867924527,2.244339622641508,0,0,0,0,20,73,53,0,57.08176100628931,46.004192872117386,57.928721174004195,0,0,0,0,0,0,0,27.397260273972602,100,72.6027397260274,0.0
ML652,Toxic,Britney Spears,5.273536585365854,4.604146341463415,5.388902439024386,1.6502439024390232,2.5201219512195134,2.201951219512195,0,0,0,0,72,154,82,0,58.59485094850949,51.15718157181572,59.87669376693762,0,0,0,0,0,0,0,46.75324675324675,100,53.246753246753244,0.0
ML653,These Words,Natasha Bedingfield,6.530327868852458,4.434754098360656,5.787131147540981,1.5733606557377033,2.6227868852459024,2.3374590163934403,0,0,0,0,78,200,122,0,72.55919854280509,49.275045537340624,64.3014571948998,0,0,0,0,0,0,0,39.0,100,61.0,0.0
ML654,Don't Matter,Akon,5.854740740740736,4.679851851851855,5.5548888888888905,1.737185185185189,2.4225925925925904,2.339481481481483,0,0,0,0,254,389,135,0,65.05267489711929,51.99835390946506,61.72098765432101,0,0,0,0,0,0,0,65.29562982005142,100,34.70437017994858,0.0
ML655,Fire Burning On The Dance Floor,Sean Kingston,5.817777777777782,4.497053140096618,5.601739130434784,1.7034782608695667,2.311352657004832,2.133526570048308,0,0,0,0,148,355,207,0,64.64197530864202,49.96725711218465,62.24154589371982,0,0,0,0,0,0,0,41.690140845070424,100,58.309859154929576,0.0
ML656,You Can't Buy My Love,Robert Plant,6.853809523809524,4.874047619047621,5.960952380952379,1.7076190476190476,2.602857142857143,2.423571428571428,0,0,0,0,30,72,42,0,76.15343915343915,54.15608465608468,66.2328042328042,0,0,0,0,0,0,0,41.66666666666667,100,58.333333333333336,0.0
ML657,Motherless Children,Rosanne Cash,5.793142857142855,4.283142857142859,5.478571428571431,1.8257142857142852,2.5074285714285707,2.3517142857142845,0,0,0,0,23,93,70,0,64.36825396825394,47.59047619047621,60.8730158730159,0,0,0,0,0,0,0,24.731182795698924,100,75.26881720430107,0.0
ML659,Octopus's Garden,The Beatles,6.483,4.109428571428571,5.9088571428571415,1.6490000000000005,2.406285714285714,2.1331428571428566,0,0,0,0,33,103,70,0,72.03333333333333,45.66031746031746,65.65396825396823,0,0,0,0,0,0,0,32.038834951456316,100,67.96116504854369,0.0
ML660,Study War,Moby,4.031263157894738,5.044105263157892,4.834526315789469,1.8229473684210533,2.400736842105261,2.530736842105264,0,0,0,0,26,121,95,0,44.79181286549709,56.04561403508769,53.716959064327426,0,0,0,0,0,0,0,21.487603305785125,100,78.51239669421489,0.0
ML661,Sign Of Love,Neil Young,6.434035087719296,4.18824561403509,5.621578947368421,1.4278947368421049,2.454561403508772,2.3407017543859654,0,0,0,0,14,71,57,0,71.48927875243663,46.53606237816766,62.461988304093566,0,0,0,0,0,0,0,19.718309859154928,100,80.28169014084507,0.0
ML662,Power To The People,John Lennon & The Plastic Ono Band,6.043548387096779,4.5190322580645175,5.928924731182793,1.7922580645161297,2.4361290322580635,2.3834408602150514,0,0,0,0,18,111,93,0,67.15053763440865,50.211469534050195,65.8769414575866,0,0,0,0,0,0,0,16.216216216216218,100,83.78378378378379,0.0
ML663,Still Alive,Iron Fire,5.340181818181817,4.647636363636366,5.516909090909092,1.767272727272727,2.3823636363636362,2.168727272727273,0,0,0,0,33,88,55,0,59.33535353535352,51.640404040404064,61.2989898989899,0,0,0,0,0,0,0,37.5,100,62.5,0.0
ML664,Freya,The Sword,4.899722222222222,4.7813888888888885,5.115,1.7983333333333331,2.355277777777778,2.350833333333333,0,0,0,0,20,56,36,0,54.441358024691354,53.12654320987654,56.833333333333336,0,0,0,0,0,0,0,35.714285714285715,100,64.28571428571429,0.0
ML665,Time After Time,Inoj,5.477851239669428,3.661570247933893,4.821404958677692,1.7196694214876043,2.453223140495868,2.2737190082644627,0,0,0,0,54,175,121,0,60.86501377410476,40.68411386593215,53.57116620752991,0,0,0,0,0,0,0,30.857142857142854,100,69.14285714285714,0.0
ML666,Strange,Reba,6.025000000000006,4.019374999999998,5.675374999999997,1.5814999999999988,2.4304999999999986,2.152625000000002,0,0,0,0,47,127,80,0,66.94444444444451,44.6597222222222,63.059722222222184,0,0,0,0,0,0,0,37.00787401574803,100,62.99212598425197,0.0
ML667,Some Kind Of Trouble,Tanya Tucker,5.177473684210523,4.638842105263152,5.338736842105269,1.6088421052631587,2.4341052631578943,2.2735789473684225,0,0,0,0,38,133,95,0,57.52748538011693,51.54269005847947,59.3192982456141,0,0,0,0,0,0,0,28.57142857142857,100,71.42857142857143,0.0
ML668,Down To My Last Teardrop,Tanya Tucker,6.081685393258428,4.142471910112362,5.278426966292133,1.8267415730337078,2.4600000000000004,2.252808988764046,0,0,0,0,93,182,89,0,67.57428214731586,46.02746566791513,58.64918851435703,0,0,0,0,0,0,0,51.098901098901095,100,48.9010989010989,0.0
ML669,Still I Rise,Shadows Fall,5.5097727272727255,4.343636363636364,5.72159090909091,1.6597727272727276,2.427272727272727,2.2193181818181817,0,0,0,0,19,63,44,0,61.21969696969695,48.26262626262626,63.57323232323233,0,0,0,0,0,0,0,30.158730158730158,100,69.84126984126983,0.0
ML670,Quit Playing Games ,Backstreet Boys,5.999782608695656,4.358260869565218,5.300978260869566,1.714021739130436,2.52826086956522,2.301739130434782,0,0,0,0,42,134,92,0,66.6642512077295,48.42512077294686,58.89975845410629,0,0,0,0,0,0,0,31.343283582089555,100,68.65671641791045,0.0
ML671,Glory Of Love,Peter Cetera,6.186557377049179,4.751967213114756,5.747049180327871,1.675737704918033,2.5291803278688505,2.255901639344262,0,0,0,0,59,120,61,0,68.73952641165755,52.799635701275065,63.856102003643024,0,0,0,0,0,0,0,49.166666666666664,100,50.83333333333333,0.0
ML673,You Dropped A Bomb On Me,The Gap Band,4.630096153846162,5.037884615384614,4.381442307692303,1.7700961538461564,2.6202884615384603,2.3512499999999985,0,0,0,0,112,216,104,0,51.4455128205129,55.97649572649571,48.68269230769225,0,0,0,0,0,0,0,51.85185185185185,100,48.148148148148145,0.0
ML674,Shake Your Love,Debbie Gibson,6.190202702702709,4.973716216216226,6.03567567567567,1.62736486486486,2.8083108108108097,2.397162162162166,0,0,0,0,86,234,148,0,68.7800300300301,55.26351351351362,67.063063063063,0,0,0,0,0,0,0,36.75213675213676,100,63.24786324786324,0.0
ML675,Love Hurts,Incubus,6.038333333333331,4.552111111111115,5.50677777777778,1.6522222222222211,2.6375555555555548,2.342222222222221,0,0,0,0,59,149,90,0,67.09259259259257,50.579012345679054,61.18641975308645,0,0,0,0,0,0,0,39.59731543624161,100,60.40268456375839,0.0
ML676,Heaven,The Psychedelic Furs,6.287857142857142,4.216428571428571,5.479821428571431,1.8344642857142852,2.502857142857143,2.2933928571428575,0,0,0,0,32,88,56,0,69.86507936507935,46.84920634920634,60.88690476190479,0,0,0,0,0,0,0,36.36363636363637,100,63.63636363636363,0.0
ML677,Feel The Pain,Dinosaur Jr.,5.062499999999998,4.364374999999999,5.108125,1.6903124999999994,2.417812500000001,2.02,0,0,0,0,23,55,32,0,56.24999999999998,48.49305555555554,56.75694444444444,0,0,0,0,0,0,0,41.81818181818181,100,58.18181818181818,0.0
ML678,People Are Strange,Echo & The Bunnymen,5.049107142857145,3.8114285714285705,5.078035714285712,1.4153571428571419,2.270892857142857,2.073035714285715,0,0,0,0,26,82,56,0,56.1011904761905,42.34920634920634,56.42261904761902,0,0,0,0,0,0,0,31.70731707317073,100,68.29268292682927,0.0
ML679,Lust For Life,Iggy Pop,6.104201680672262,5.205966386554626,5.33336134453781,1.9653781512605033,2.4511764705882375,2.378319327731092,0,0,0,0,91,210,119,0,67.8244631185807,57.84407096171807,59.25957049486456,0,0,0,0,0,0,0,43.333333333333336,100,56.666666666666664,0.0
ML680,Sleep Forever,Crocodiles,6.292000000000001,3.7183636363636374,5.724181818181817,1.6414545454545466,2.3336363636363635,2.1983636363636365,0,0,0,0,38,93,55,0,69.91111111111111,41.31515151515153,63.602020202020185,0,0,0,0,0,0,0,40.86021505376344,100,59.13978494623656,0.0
