,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty,genre,year
b4271,promise,ciara,5.968048780487805,4.437317073170733,5.588780487804883,1.7215447154471553,2.484390243902439,2.3299999999999996,0,0,0,0,99,222,123,0,66.31165311653116,49.30352303523037,62.09756097560981,0,0,0,0,0,0,0,44.5945945945946,100,55.4054054054054,0.0,1,2007
b4272,bed,j holiday,6.367594339622646,3.9743867924528304,5.843066037735855,1.6107547169811316,2.3800000000000003,2.23490566037736,0,0,0,0,149,361,212,0,70.7510482180294,44.159853249475894,64.92295597484284,0,0,0,0,0,0,0,41.27423822714682,100,58.72576177285319,0.0,1,2007
b4273,throw some ds,rich boy featuring polow da don,5.01994505494505,4.5231868131868165,5.2456043956043965,1.7891208791208786,2.39467032967033,2.149285714285716,0,0,0,0,170,352,182,0,55.77716727716722,50.25763125763129,58.2844932844933,0,0,0,0,0,0,0,48.29545454545455,100,51.70454545454546,0.0,1,2007
b4274,rehab,amy winehouse,5.7836082474226815,3.9980412371134055,5.5801030927835065,1.61103092783505,2.312680412371134,2.197938144329897,0,0,0,0,75,172,97,0,64.26231386025202,44.42268041237117,62.00114547537229,0,0,0,0,0,0,0,43.604651162790695,100,56.395348837209305,0.0,1,2007
b4275,big shit poppin do it,ti,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,2007
b4276,no one,alicia keys,6.045365853658532,3.533902439024392,5.515853658536584,1.73231707317073,2.2203658536585364,2.0863414634146333,0,0,0,0,56,138,82,0,67.17073170731702,39.26558265582658,61.287262872628716,0,0,0,0,0,0,0,40.57971014492754,100,59.42028985507246,0.0,1,2007
b4277,the great escape,boys like girls,5.564851485148514,4.102475247524754,5.612277227722769,1.687920792079208,2.348613861386139,2.106336633663367,0,0,0,0,54,155,101,0,61.83168316831682,45.5830583058306,62.35863586358633,0,0,0,0,0,0,0,34.83870967741935,100,65.16129032258064,0.0,1,2007
b4278,2 step,unk,5.994021164021162,3.8573544973544998,5.630423280423277,1.5477248677248678,2.2958201058201064,2.085079365079363,0,0,0,0,75,264,189,0,66.6002351557907,42.859494415049994,62.56025867136974,0,0,0,0,0,0,0,28.40909090909091,100,71.5909090909091,0.0,1,2007
b4279,walk away remember me,paula deanda featuring the dey,6.190643274853801,3.803976608187134,5.859298245614033,1.5641520467836256,2.241111111111107,2.112397660818712,0,0,0,0,203,374,171,0,68.78492527615334,42.266406757634826,65.10331384015592,0,0,0,0,0,0,0,54.278074866310156,100,45.72192513368984,0.0,1,2007
b4280,go getta,young jeezy featuring r kelly,5.865591397849464,4.398655913978495,5.451075268817203,1.6185483870967736,2.4148387096774218,2.12951612903226,0,0,0,0,148,334,186,0,65.17323775388293,48.873954599761056,60.567502986857804,0,0,0,0,0,0,0,44.31137724550898,100,55.688622754491014,0.0,1,2007
b4281,here in your arms,hellogoodbye,6.084677419354837,4.092096774193549,5.788387096774194,1.6903225806451605,2.486290322580645,2.2896774193548386,0,0,0,0,43,105,62,0,67.6075268817204,45.46774193548387,64.31541218637993,0,0,0,0,0,0,0,40.95238095238095,100,59.04761904761905,0.0,1,2007
b4282,on the hotline,pretty ricky,6.195294117647065,4.302009803921568,5.756421568627454,1.6525980392156852,2.3010294117647043,2.155833333333334,0,0,0,0,131,335,204,0,68.83660130718961,47.800108932461875,63.96023965141616,0,0,0,0,0,0,0,39.1044776119403,100,60.895522388059696,0.0,1,2007
b4283,wind it up,gwen stefani,5.882285714285715,3.9239285714285748,5.4837142857142815,1.6728571428571422,2.2825000000000006,2.0592142857142868,0,0,0,0,65,205,140,0,65.35873015873017,43.59920634920638,60.93015873015869,0,0,0,0,0,0,0,31.70731707317073,100,68.29268292682927,0.0,1,2007
b4284,cyclone,baby bash featuring tpain,5.5855670103092905,4.383247422680413,5.288969072164943,1.6372164948453605,2.375051546391755,2.1540206185566992,0,0,0,0,118,312,194,0,62.06185567010323,48.70274914089348,58.76632302405493,0,0,0,0,0,0,0,37.82051282051282,100,62.17948717948718,0.0,1,2007
b4285,break it off,rihanna featuring sean paul,5.946265560165975,4.280954356846477,5.544854771784232,1.670788381742737,2.3158091286307054,2.169668049792531,0,0,0,0,204,445,241,0,66.0696173351775,47.566159520516415,61.60949746426925,0,0,0,0,0,0,0,45.84269662921348,100,54.157303370786515,0.0,1,2007
b4286,first time,lifehouse,6.230740740740739,4.414074074074076,5.574197530864197,1.6650617283950622,2.5917283950617285,2.1928395061728385,0,0,0,0,47,128,81,0,69.2304526748971,49.04526748971196,61.93552812071329,0,0,0,0,0,0,0,36.71875,100,63.28125,0.0,1,2007
b4287,ayo technology,50 cent featuring justin timberlake and timbaland,5.901319148936171,4.225744680851063,5.518510638297875,1.6412340425531906,2.297021276595743,2.14336170212766,0,0,0,0,131,366,235,0,65.57021276595746,46.95271867612293,61.31678486997638,0,0,0,0,0,0,0,35.79234972677596,100,64.20765027322405,0.0,1,2007
b4288,outta my system,bow wow featuring tpain and johnt'a austin,5.6513513513513525,4.0841081081081025,5.418702702702704,1.654486486486486,2.356054054054054,2.1237297297297304,0,0,0,0,167,352,185,0,62.7927927927928,45.378978978978914,60.20780780780782,0,0,0,0,0,0,0,47.44318181818182,100,52.55681818181818,0.0,1,2007
b4289,teardrops on my guitar,taylor swift,6.4192682926829265,4.111219512195125,5.911341463414634,1.6807317073170733,2.3800000000000003,2.098292682926829,0,0,0,0,59,141,82,0,71.32520325203251,45.680216802168054,65.68157181571816,0,0,0,0,0,0,0,41.843971631205676,100,58.156028368794324,0.0,1,2007
b4290,shut up and drive,rihanna,5.8831999999999995,4.194971428571434,5.454799999999995,1.6320000000000008,2.2745714285714302,2.0129714285714293,0,0,0,0,59,234,175,0,65.36888888888888,46.61079365079371,60.60888888888884,0,0,0,0,0,0,0,25.213675213675213,100,74.78632478632478,0.0,1,2007
b4291,snow hey oh,red hot chili peppers,6.120220588235291,3.985073529411765,5.741838235294117,1.6522794117647057,2.33919117647059,2.1685294117647067,0,0,0,0,100,236,136,0,68.00245098039213,44.278594771241835,63.79820261437908,0,0,0,0,0,0,0,42.3728813559322,100,57.6271186440678,0.0,1,2007
b4292,money maker,ludacris featuring pharrell,5.833824701195221,4.422430278884462,5.705099601593625,1.6468924302788832,2.352270916334661,2.1570916334661363,0,0,0,0,148,399,251,0,64.82027445772468,49.13811420982735,63.3899955732625,0,0,0,0,0,0,0,37.092731829573935,100,62.907268170426065,0.0,1,2007
b4293,kiss kiss,chris brown featuring tpain,5.873821138211382,4.246747967479677,5.7244715447154455,1.537723577235772,2.3591869918699198,2.174471544715448,0,0,0,0,139,262,123,0,65.2646793134598,47.18608852755196,63.605239385727174,0,0,0,0,0,0,0,53.05343511450382,100,46.94656488549619,0.0,1,2007
b4294,far away,nickelback,6.0598765432098745,3.950370370370372,5.664567901234566,1.5960493827160491,2.3339506172839504,2.19135802469136,0,0,0,0,77,158,81,0,67.33196159122082,43.893004115226354,62.93964334705073,0,0,0,0,0,0,0,48.734177215189874,100,51.26582278481012,0.0,1,2007
b4295,rock yo hips,crime mob and lil scrappy,5.902094017094018,3.863247863247859,5.5463675213675145,1.6036324786324787,2.351538461538462,2.1737606837606833,0,0,0,0,108,342,234,0,65.57882241215574,42.92497625830954,61.62630579297239,0,0,0,0,0,0,0,31.57894736842105,100,68.42105263157895,0.0,1,2007
b4296,lovestoned,justin timberlake,5.993884892086333,4.115971223021583,5.583669064748195,1.610719424460429,2.300647482014387,2.1070503597122285,0,0,0,0,88,227,139,0,66.59872102318148,45.733013589128696,62.04076738609106,0,0,0,0,0,0,0,38.76651982378855,100,61.23348017621145,0.0,3,2007
b4297,better than me,hinder,5.972926829268293,3.918048780487806,5.885121951219507,1.6980487804878046,2.288902439024391,2.06109756097561,0,0,0,0,56,138,82,0,66.3658536585366,43.533875338753404,65.39024390243897,0,0,0,0,0,0,0,40.57971014492754,100,59.42028985507246,0.0,1,2007
b4298,paralyzer,finger eleven,5.8238028169014076,3.858309859154932,5.643380281690142,1.5628169014084499,2.2460563380281684,2.13507042253521,0,0,0,0,72,143,71,0,64.70892018779342,42.87010954616591,62.704225352112694,0,0,0,0,0,0,0,50.349650349650354,100,49.65034965034965,0.0,1,2007
b4299,thats that,snoop dogg featuring r kelly,5.747833333333345,4.268083333333332,5.487541666666663,1.754916666666664,2.346124999999999,2.0854166666666663,0,0,0,0,144,384,240,0,63.864814814814935,47.42314814814814,60.972685185185156,0,0,0,0,0,0,0,37.5,100,62.5,0.0,1,2007
b4300,same girl,r kelly featuring usher,6.266321839080462,4.37454022988506,5.695057471264368,1.6311494252873566,2.4624137931034507,2.1671264367816088,0,0,0,0,144,318,174,0,69.62579821200512,48.60600255427844,63.27841634738187,0,0,0,0,0,0,0,45.28301886792453,100,54.71698113207547,0.0,1,2007
b4301,low,flo rida featuring tpain,5.334210526315802,3.7235789473684253,5.102070175438591,1.672947368421055,2.197649122807013,2.004245614035084,0,0,0,0,119,404,285,0,59.26900584795336,41.37309941520473,56.689668615984345,0,0,0,0,0,0,0,29.455445544554454,100,70.54455445544554,0.0,1,2008
b4302,bleeding love,leona lewis,6.227244094488195,4.110866141732286,5.687637795275591,1.6788976377952776,2.4938582677165346,2.11724409448819,0,0,0,0,90,217,127,0,69.19160104986884,45.67629046369207,63.19597550306212,0,0,0,0,0,0,0,41.474654377880185,100,58.525345622119815,0.0,1,2008
b4303,no one,alicia keys,6.045365853658532,3.533902439024392,5.515853658536584,1.73231707317073,2.2203658536585364,2.0863414634146333,0,0,0,0,56,138,82,0,67.17073170731702,39.26558265582658,61.287262872628716,0,0,0,0,0,0,0,40.57971014492754,100,59.42028985507246,0.0,1,2008
b4304,lollipop,lil wayne featuring static major,6.192041666666671,4.265375,5.623374999999998,1.5784999999999991,2.3019166666666653,2.0681666666666643,0,0,0,0,169,409,240,0,68.80046296296301,47.39305555555555,62.481944444444416,0,0,0,0,0,0,0,41.32029339853301,100,58.679706601467,0.0,1,2008
b4305,apologize,timbaland featuring onerepublic,5.285490196078429,4.365098039215686,5.191372549019609,1.6576470588235293,2.353333333333334,2.12078431372549,0,0,0,0,21,72,51,0,58.72766884531589,48.50108932461873,57.68191721132899,0,0,0,0,0,0,0,29.166666666666668,100,70.83333333333334,0.0,1,2008
b4306,no air,jordin sparks and chris brown,6.280606060606063,3.643939393939395,5.602020202020209,1.7306060606060587,2.40838383838384,2.463333333333336,0,0,0,0,83,182,99,0,69.78451178451182,40.4882154882155,62.24466891133565,0,0,0,0,0,0,0,45.604395604395606,100,54.395604395604394,0.0,1,2008
b4307,love song,sara bareilles,6.1669629629629625,3.969481481481486,5.68644444444444,1.6865185185185176,2.376296296296296,2.154148148148147,0,0,0,0,76,211,135,0,68.52181069958847,44.10534979423873,63.18271604938267,0,0,0,0,0,0,0,36.018957345971565,100,63.98104265402843,0.0,1,2008
b4308,love in this club,usher featuring young jeezy,6.300877192982457,4.021754385964911,5.634970760233919,1.6325146198830414,2.390701754385962,2.2599415204678364,0,0,0,0,157,328,171,0,70.00974658869397,44.68615984405457,62.61078622482133,0,0,0,0,0,0,0,47.86585365853659,100,52.13414634146341,0.0,1,2008
b4309,with you,chris brown,6.199440559440561,4.363356643356644,5.544265734265728,1.7151048951048948,2.4676223776223765,2.2475524475524487,0,0,0,0,107,250,143,0,68.8826728826729,48.48174048174049,61.60295260295254,0,0,0,0,0,0,0,42.8,100,57.199999999999996,0.0,1,2008
b4310,forever,chris brown,6.233410852713178,4.24635658914729,5.684961240310074,1.677751937984496,2.420697674418605,2.12186046511628,0,0,0,0,139,268,129,0,69.26012058570198,47.18173987941433,63.16623600344527,0,0,0,0,0,0,0,51.865671641791046,100,48.134328358208954,0.0,1,2008
b4311,sexy can i,ray j featuring yung berg,6.193219512195125,4.347804878048779,5.663902439024391,1.726731707317072,2.332048780487805,2.1167317073170717,0,0,0,0,120,325,205,0,68.81355013550139,48.30894308943087,62.932249322493234,0,0,0,0,0,0,0,36.92307692307693,100,63.07692307692307,0.0,3,2008
b4312,take a bow,rihanna,5.748783783783784,4.1993243243243255,5.5393243243243235,1.4894594594594597,2.3402702702702713,2.088108108108109,0,0,0,0,58,132,74,0,63.875375375375384,46.659159159159174,61.548048048048045,0,0,0,0,0,0,0,43.93939393939394,100,56.060606060606055,0.0,1,2008
b4313,viva la vida,coldplay,5.696722689075629,4.110336134453783,5.565126050420172,1.6650420168067235,2.3603361344537817,2.1304201680672272,0,0,0,0,72,191,119,0,63.29691876750698,45.67040149393093,61.83473389355746,0,0,0,0,0,0,0,37.696335078534034,100,62.30366492146597,0.0,1,2008
b4314,i kissed a girl,katy perry,6.106874999999998,4.5462500000000015,5.614000000000001,1.605125,2.4741249999999995,2.199625,0,0,0,0,57,137,80,0,67.85416666666664,50.51388888888891,62.37777777777779,0,0,0,0,0,0,0,41.605839416058394,100,58.3941605839416,0.0,1,2008
b4315,whatever you like,ti,6.197619047619054,4.39509523809524,5.641523809523808,1.6262380952380944,2.3756190476190473,2.0635238095238106,0,0,0,0,144,354,210,0,68.86243386243393,48.83439153439156,62.68359788359786,0,0,0,0,0,0,0,40.67796610169492,100,59.32203389830508,0.0,1,2008
b4316,disturbia,rihanna,5.012122905027931,4.342513966480443,5.264301675977656,1.8963128491620131,2.4429608938547496,2.0320111731843613,0,0,0,0,121,300,179,0,55.69025450031034,48.25015518311603,58.492240844196175,0,0,0,0,0,0,0,40.33333333333333,100,59.66666666666667,0.0,1,2008
b4317,dont stop the music,rihanna,6.100350877192983,4.374502923976608,5.751871345029233,1.587602339181285,2.4929239766081834,2.152865497076022,0,0,0,0,126,297,171,0,67.78167641325537,48.605588044184536,63.90968161143592,0,0,0,0,0,0,0,42.42424242424242,100,57.57575757575758,0.0,1,2008
b4318,pocketful of sunshine,natasha bedingfield,5.8470588235294185,4.171323529411761,5.594926470588239,1.5553676470588238,2.381838235294117,2.164264705882355,0,0,0,0,122,258,136,0,64.96732026143799,46.34803921568623,62.16584967320265,0,0,0,0,0,0,0,47.286821705426355,100,52.71317829457365,0.0,1,2008
b4319,kiss kiss,chris brown featuring tpain,5.873821138211382,4.246747967479677,5.7244715447154455,1.537723577235772,2.3591869918699198,2.174471544715448,0,0,0,0,139,262,123,0,65.2646793134598,47.18608852755196,63.605239385727174,0,0,0,0,0,0,0,53.05343511450382,100,46.94656488549619,0.0,1,2008
b4320,closer,neyo,5.477777777777783,4.226777777777773,5.493555555555555,1.5069999999999988,2.387111111111111,2.317333333333331,0,0,0,0,84,174,90,0,60.86419753086425,46.96419753086414,61.0395061728395,0,0,0,0,0,0,0,48.275862068965516,100,51.724137931034484,0.0,1,2008
b4321,bubbly,colbie caillat,6.164418604651162,3.9813953488372125,5.6258139534883735,1.6119767441860462,2.3689534883720937,2.1019767441860466,0,0,0,0,48,134,86,0,68.49354005167959,44.237726098191246,62.50904392764859,0,0,0,0,0,0,0,35.82089552238806,100,64.17910447761194,0.0,1,2008
b4322,touch my body,mariah carey,6.08493975903615,4.203012048192773,5.845602409638554,1.629096385542168,2.327590361445783,2.118493975903614,0,0,0,0,92,258,166,0,67.61044176706834,46.700133868808585,64.95113788487282,0,0,0,0,0,0,0,35.65891472868217,100,64.34108527131784,0.0,1,2008
b4323,4 minutes,madonna featuring justin timberlake and timbaland,5.662640000000001,4.081680000000001,5.339759999999997,1.6420000000000001,2.3691999999999993,2.1597600000000012,0,0,0,0,92,217,125,0,62.91822222222223,45.35200000000001,59.330666666666644,0,0,0,0,0,0,0,42.3963133640553,100,57.6036866359447,0.0,1,2008
b4324,so what,pink,5.7691752577319635,4.352371134020621,5.429793814432988,1.6439175257731975,2.3726804123711327,2.276494845360826,0,0,0,0,172,269,97,0,64.10194730813292,48.35967926689579,60.33104238258875,0,0,0,0,0,0,0,63.94052044609665,100,36.059479553903344,0.0,1,2008
b4325,paralyzer,finger eleven,5.8238028169014076,3.858309859154932,5.643380281690142,1.5628169014084499,2.2460563380281684,2.13507042253521,0,0,0,0,72,143,71,0,64.70892018779342,42.87010954616591,62.704225352112694,0,0,0,0,0,0,0,50.349650349650354,100,49.65034965034965,0.0,1,2008
b4326,clumsy,fergie,6.527862068965518,4.488000000000006,5.735310344827579,1.7099310344827572,2.573448275862072,2.2797241379310336,0,0,0,0,141,286,145,0,72.53180076628354,49.86666666666673,63.72567049808421,0,0,0,0,0,0,0,49.3006993006993,100,50.6993006993007,0.0,1,2008
b4327,im yours,jason mraz,5.885833333333331,4.170277777777778,5.634351851851846,1.6507407407407417,2.3874074074074065,2.1982407407407405,0,0,0,0,68,176,108,0,65.39814814814811,46.33641975308642,62.60390946502051,0,0,0,0,0,0,0,38.63636363636363,100,61.36363636363637,0.0,1,2008
b4328,leavin,jesse mccartney,5.620479999999992,3.9718400000000043,5.239360000000005,1.5820799999999988,2.333839999999998,2.2505599999999997,0,0,0,0,140,265,125,0,62.44977777777769,44.1315555555556,58.21511111111116,0,0,0,0,0,0,0,52.83018867924528,100,47.16981132075472,0.0,1,2008
b4329,dangerous,kardinal offishall featuring akon,5.6137563451776655,4.473147208121826,5.152639593908622,1.6445685279187825,2.3713197969543147,2.1463451776649753,0,0,0,0,108,305,197,0,62.375070501974065,49.70163564579807,57.25155104342913,0,0,0,0,0,0,0,35.40983606557377,100,64.59016393442623,0.0,1,2008
b4330,tattoo,jordin sparks,5.641275167785243,4.249798657718123,5.57442953020134,1.5736241610738246,2.3923489932885906,2.0734899328859044,0,0,0,0,105,254,149,0,62.68083519761381,47.21998508575692,61.93810589112601,0,0,0,0,0,0,0,41.338582677165356,100,58.661417322834644,0.0,1,2008
b4331,see you again,miley cyrus,5.875135135135137,3.920405405405405,5.506756756756758,1.6381081081081084,2.415675675675675,2.123648648648649,0,0,0,0,113,187,74,0,65.2792792792793,43.56006006006006,61.186186186186205,0,0,0,0,0,0,0,60.42780748663101,100,39.57219251336899,0.0,1,2008
b4332,shake it,metro station,5.495103448275868,4.609586206896554,6.060275862068967,1.6695172413793073,2.4835862068965486,2.0486206896551753,0,0,0,0,48,193,145,0,61.05670498084297,51.21762452107283,67.33639846743296,0,0,0,0,0,0,0,24.870466321243523,100,75.12953367875647,0.0,1,2008
b4333,stop and stare,onerepublic,5.63186813186813,3.962857142857144,5.584285714285714,1.5654945054945053,2.3035164835164834,2.242527472527472,0,0,0,0,68,159,91,0,62.57631257631255,44.031746031746046,62.04761904761904,0,0,0,0,0,0,0,42.76729559748428,100,57.23270440251572,0.0,3,2008
b4334,take you there,sean kingston,5.355909090909101,4.48337662337662,5.189025974025978,1.563051948051949,2.3035714285714275,2.1619480519480514,0,0,0,0,151,305,154,0,59.510101010101124,49.815295815295784,57.65584415584421,0,0,0,0,0,0,0,49.50819672131148,100,50.49180327868853,0.0,1,2008
b4335,paper planes,mia,5.34623931623932,4.438205128205127,5.440512820512821,1.706239316239316,2.327863247863247,2.201452991452993,0,0,0,0,85,202,117,0,59.40265906932578,49.31339031339031,60.45014245014246,0,0,0,0,0,0,0,42.07920792079208,100,57.920792079207914,0.0,1,2008
b4336,hot n cold,katy perry,5.656938775510204,4.420714285714286,5.418979591836733,1.7495918367346939,2.3831632653061217,2.2373469387755103,0,0,0,0,107,205,98,0,62.85487528344671,49.11904761904762,60.21088435374148,0,0,0,0,0,0,0,52.19512195121951,100,47.80487804878049,0.0,1,2008
b4337,live your life,ti featuring rihanna,6.0127443609022615,4.387030075187969,5.683383458646624,1.7510150375939868,2.410112781954888,2.2074812030075197,0,0,0,0,263,529,266,0,66.80827067669179,48.74477861319966,63.1487050960736,0,0,0,0,0,0,0,49.7164461247637,100,50.2835538752363,0.0,1,2008
b4338,bust it baby part 2,plies featuring neyo,6.015367231638417,4.142994350282489,5.830169491525419,1.644576271186441,2.3767796610169474,2.1510734463276835,0,0,0,0,139,316,177,0,66.83741368487131,46.033270558694326,64.77966101694909,0,0,0,0,0,0,0,43.9873417721519,100,56.0126582278481,0.0,1,2008
b4339,american boy,estelle featuring kanye west,6.18551020408163,4.194744897959184,5.632142857142856,1.6020918367346926,2.3687244897959188,2.1376020408163283,0,0,0,0,143,339,196,0,68.72789115646255,46.60827664399093,62.579365079365076,0,0,0,0,0,0,0,42.18289085545723,100,57.817109144542776,0.0,1,2008
b4340,got money,lil wayne featuring tpain,5.6916334661354515,4.302390438247007,5.341713147410357,1.8037051792828658,2.3469721115537854,2.2537051792828677,0,0,0,0,120,371,251,0,63.24037184594946,47.80433820274452,59.352368304559526,0,0,0,0,0,0,0,32.34501347708895,100,67.65498652291106,0.0,1,2008
b4341,our song,taylor swift,6.088715596330273,4.162660550458716,5.741926605504587,1.599816513761468,2.360550458715597,2.0643119266055048,0,0,0,0,74,183,109,0,67.6523955147808,46.25178389398573,63.799184505606526,0,0,0,0,0,0,0,40.43715846994536,100,59.56284153005464,0.0,1,2008
b4342,damaged,danity kane,6.022196969696979,3.877651515151521,5.808560606060604,1.7006818181818195,2.395378787878786,1.9826515151515145,0,0,0,0,121,253,132,0,66.91329966329977,43.0850168350169,64.53956228956227,0,0,0,0,0,0,0,47.82608695652174,100,52.17391304347826,0.0,1,2008
b4343,a milli,lil wayne,5.289834254143644,4.443149171270714,5.205856353591159,1.7339779005524862,2.395524861878452,2.1572928176795574,0,0,0,0,158,339,181,0,58.775936157151605,49.36832412523015,57.84284837323511,0,0,0,0,0,0,0,46.607669616519175,100,53.392330383480825,0.0,1,2008
b4344,sorry,buckcherry,5.650094339622638,4.298679245283021,5.383679245283019,1.673207547169812,2.413867924528302,2.2317924528301885,0,0,0,0,52,158,106,0,62.77882599580708,47.763102725366906,59.81865828092243,0,0,0,0,0,0,0,32.91139240506329,100,67.08860759493672,0.0,1,2008
b4345,independent,webbie featuring lil boosie and lil phat,5.739533898305087,4.209957627118644,5.589025423728808,1.6508898305084745,2.368305084745762,2.1010593220338976,0,0,0,0,130,366,236,0,63.77259887005653,46.777306967984934,62.100282485875645,0,0,0,0,0,0,0,35.51912568306011,100,64.48087431693989,0.0,1,2008
b4346,cant believe it,tpain featuring lil wayne,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,2008
b4347,like youll never see me again,alicia keys,6.385813953488372,4.187209302325581,5.643023255813953,1.6572093023255823,2.455813953488372,2.1756976744186036,0,0,0,0,74,160,86,0,70.95348837209302,46.524547803617565,62.70025839793281,0,0,0,0,0,0,0,46.25,100,53.75,0.0,1,2008
b4348,teardrops on my guitar,taylor swift,6.4192682926829265,4.111219512195125,5.911341463414634,1.6807317073170733,2.3800000000000003,2.098292682926829,0,0,0,0,59,141,82,0,71.32520325203251,45.680216802168054,65.68157181571816,0,0,0,0,0,0,0,41.843971631205676,100,58.156028368794324,0.0,1,2008
b4349,when i grow up,pussycat dolls,6.206861702127657,3.656648936170213,5.731489361702125,1.7462234042553186,2.169734042553189,2.070904255319149,0,0,0,0,145,333,188,0,68.96513002364064,40.62943262411348,63.68321513002362,0,0,0,0,0,0,0,43.54354354354354,100,56.45645645645646,0.0,1,2008
b4350,sexual eruption,snoop dogg,5.593219178082194,4.729383561643836,5.262260273972604,1.8531506849315056,2.372465753424657,2.077054794520549,0,0,0,0,73,219,146,0,62.14687975646882,52.548706240487064,58.4695585996956,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0,1,2008
b4351,what you got,colby odonis featuring akon,5.924747474747477,4.135858585858584,5.581818181818173,1.5238383838383838,2.3871212121212104,2.142878787878789,0,0,0,0,148,346,198,0,65.83052749719418,45.953984287317596,62.02020202020193,0,0,0,0,0,0,0,42.77456647398844,100,57.22543352601156,0.0,1,2008
b4352,its not my time,3 doors down,5.766271186440679,3.98271186440678,5.411694915254237,1.727457627118644,2.3754237288135593,2.2210169491525416,0,0,0,0,62,121,59,0,64.06967984934087,44.25235404896422,60.129943502824844,0,0,0,0,0,0,0,51.2396694214876,100,48.760330578512395,0.0,1,2008
b4353,better in time,leona lewis,6.095866666666663,4.11706666666667,5.618533333333333,1.627599999999999,2.3684,2.1561333333333343,0,0,0,0,116,191,75,0,67.73185185185181,45.74518518518522,62.42814814814814,0,0,0,0,0,0,0,60.73298429319372,100,39.26701570680628,0.0,1,2008
b4354,crank that soulja boy,soulja boy tell em,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,2008
b4355,shadow of the day,linkin park,5.843148148148147,3.749814814814814,5.36537037037037,1.5572222222222223,2.1870370370370376,2.216111111111111,0,0,0,0,14,68,54,0,64.9238683127572,41.664609053497934,59.61522633744856,0,0,0,0,0,0,0,20.588235294117645,100,79.41176470588235,0.0,1,2008
b4356,sweetest girl dollar bill,wyclef jean featuring akon lil wayne and niia,5.807386363636366,4.642954545454546,5.1792803030303025,1.6761742424242387,2.4770075757575802,2.2433333333333323,0,0,0,0,162,426,264,0,64.52651515151518,51.58838383838385,57.54755892255892,0,0,0,0,0,0,0,38.028169014084504,100,61.97183098591549,0.0,1,2008
b4357,miss independent,neyo,5.815925925925927,4.371111111111112,5.525277777777779,1.56574074074074,2.3992592592592596,2.1377777777777776,0,0,0,0,115,223,108,0,64.62139917695475,48.56790123456791,61.391975308641996,0,0,0,0,0,0,0,51.569506726457405,100,48.4304932735426,0.0,1,2008
b4358,fall for you,secondhand serenade,5.775249999999996,4.135999999999999,5.448249999999999,1.7003750000000004,2.4362500000000007,2.1143749999999994,0,0,0,0,47,127,80,0,64.16944444444441,45.95555555555555,60.536111111111104,0,0,0,0,0,0,0,37.00787401574803,100,62.99212598425197,0.0,1,2008
b4359,in the ayer,flo rida featuring william,5.816483516483517,4.208571428571429,5.627692307692313,1.6402197802197789,2.357307692307693,2.1790109890109877,0,0,0,0,135,317,182,0,64.62759462759465,46.761904761904766,62.529914529914585,0,0,0,0,0,0,0,42.586750788643535,100,57.413249211356465,0.0,1,2008
b4360,say,john mayer,5.572393162393165,4.138205128205133,5.847777777777773,1.7205982905982877,2.329145299145298,2.034444444444447,0,0,0,0,42,159,117,0,61.915479582146276,45.98005698005703,64.97530864197525,0,0,0,0,0,0,0,26.41509433962264,100,73.58490566037736,0.0,1,2008
b4361,one step at a time,jordin sparks,5.910084745762711,3.895254237288138,5.69203389830508,1.6709322033898304,2.288050847457628,2.117966101694914,0,0,0,0,70,188,118,0,65.66760828625235,43.280602636534866,63.24482109227867,0,0,0,0,0,0,0,37.234042553191486,100,62.76595744680851,0.0,1,2008
b4362,hate that i love you,rihanna featuring neyo,5.654862385321101,4.517706422018352,5.519174311926604,1.5947706422018335,2.409908256880735,2.306422018348623,0,0,0,0,76,185,109,0,62.83180428134556,50.19673802242614,61.32415902140671,0,0,0,0,0,0,0,41.08108108108108,100,58.91891891891892,0.0,1,2008
b4363,superstar,lupe fiasco featuring matthew santos,5.756820512820515,4.136564102564099,5.478974358974361,1.6550769230769242,2.326205128205127,2.1489230769230763,0,0,0,0,143,338,195,0,63.96467236467239,45.96182336182332,60.877492877492905,0,0,0,0,0,0,0,42.30769230769231,100,57.692307692307686,0.0,3,2008
b4364,suffocate,j holiday,5.985638297872336,4.019468085106385,5.504680851063833,1.5775531914893612,2.4344680851063836,2.327659574468085,0,0,0,0,125,219,94,0,66.50709219858152,44.66075650118206,61.16312056737593,0,0,0,0,0,0,0,57.077625570776256,100,42.922374429223744,0.0,1,2008
